Local Peak Maximum (Comp. extension 1 % Change) : HoraalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;sec
1115,12605;-9,29834;-11725,28788
1115,15805;-9,29864;-11727,99021
1115,20005;-9,29900;-11730,51968
1115,32005;-9,30002;-11727,99990
1115,40605;-9,30079;-11730,56662
1115,42605;-9,30097;-11733,14899
1115,44805;-9,30121;-11735,74030
1115,48005;-9,30151;-11738,30256
1115,61005;-9,30259;-11735,62780
1115,63605;-9,30277;-11732,96794
1115,67205;-9,30301;-11730,26338
1115,70205;-9,30325;-11727,72497
1115,75005;-9,30361;-11725,09491
1115,92805;-9,30498;-11727,69591
1115,97005;-9,30534;-11730,22464
1116,00405;-9,30564;-11732,76454
1116,03605;-9,30594;-11735,38268
1116,09605;-9,30641;-11737,91364
1116,29605;-9,30803;-11740,09517
1116,34005;-9,30839;-11742,67232
1116,39805;-9,30893;-11745,22191
1116,43605;-9,30929;-11747,77374
1116,63605;-9,31096;-11749,61925
1116,72005;-9,31174;-11752,15840
1116,78605;-9,31233;-11754,74599
1116,92005;-9,31341;-11752,23142
1116,99205;-9,31401;-11749,70120
1117,04205;-9,31443;-11747,16949
1117,13205;-9,31508;-11744,61097
1117,25605;-9,31610;-11747,13597
1117,31205;-9,31652;-11749,66618
1117,36805;-9,31700;-11752,27314
1117,52205;-9,31825;-11754,79442
1117,57005;-9,31867;-11757,39318
1117,60605;-9,31897;-11759,98747
1117,62805;-9,31921;-11762,65851
1117,65005;-9,31939;-11765,32283
1117,67805;-9,31969;-11767,83666
1117,86005;-9,32118;-11765,33028
1117,94605;-9,32196;-11767,97599
1117,98605;-9,32238;-11770,64031
1118,00805;-9,32262;-11773,26962
1118,03805;-9,32286;-11775,91607
1118,11605;-9,32351;-11773,18841
1118,13605;-9,32364;-11770,49279
1118,16005;-9,32381;-11767,95363
1118,19605;-9,32411;-11765,37201
1118,25205;-9,32453;-11762,81199
1118,30005;-9,32489;-11760,29965
1118,49405;-9,32644;-11762,80528
1118,52605;-9,32668;-11765,33327
1118,55605;-9,32692;-11767,90521
1118,68205;-9,32794;-11770,46448
1118,81405;-9,32902;-11773,04909
1118,84205;-9,32925;-11775,74620
1118,86405;-9,32949;-11778,41201
1118,88805;-9,32973;-11781,01450
1118,91205;-9,32991;-11783,62444
1119,08805;-9,33135;-11781,11732
1119,14605;-9,33189;-11783,66840
1119,19605;-9,33236;-11786,28802
1119,22605;-9,33260;-11788,78918
1119,25205;-9,33284;-11791,44681
1119,40805;-9,33416;-11788,90020
1119,47005;-9,33464;-11786,32751
1119,53605;-9,33517;-11783,74738
1119,73605;-9,33679;-11784,79940
1119,79805;-9,33727;-11787,30205
1119,99805;-9,33882;-11787,64626
1120,05805;-9,33936;-11790,27110
1120,08005;-9,33960;-11792,91084
1120,10205;-9,33978;-11795,56176
1120,13005;-9,34008;-11798,19405
1120,16205;-9,34038;-11800,70043
1120,20205;-9,34073;-11803,21276
1120,29605;-9,34145;-11800,67062
1120,47205;-9,34301;-11803,32676
1120,49005;-9,34319;-11806,11625
1120,50605;-9,34337;-11808,78952
1120,53605;-9,34366;-11811,41064
1120,66605;-9,34474;-11808,80368
1120,68805;-9,34486;-11806,21684
1120,71205;-9,34504;-11803,64937
1120,76005;-9,34540;-11801,10350
1120,79205;-9,34564;-11798,40341
1120,85205;-9,34612;-11795,88735
1120,92605;-9,34671;-11798,52784
1120,95205;-9,34695;-11801,04166
1121,00805;-9,34743;-11803,63968
1121,20805;-9,34899;-11801,63324
1121,27605;-9,34952;-11804,13887
1121,31005;-9,34982;-11806,65642
1121,34005;-9,35012;-11809,26636
1121,35805;-9,35030;-11811,92324
1121,37405;-9,35048;-11814,67548
1121,39205;-9,35066;-11817,34279
1121,41405;-9,35084;-11819,84991
1121,54005;-9,35185;-11817,23252
1121,61205;-9,35239;-11814,61141
1121,72205;-9,35335;-11817,22954
1121,74405;-9,35359;-11820,00041
1121,76405;-9,35383;-11822,69156
1121,78405;-9,35401;-11825,45274
1121,80405;-9,35419;-11828,18785
1121,84005;-9,35449;-11830,70913
1121,91005;-9,35508;-11828,08578
1121,93405;-9,35526;-11825,55556
1121,96405;-9,35544;-11822,90167
1121,98605;-9,35562;-11820,22691
1122,07005;-9,35628;-11817,71830
1122,27005;-9,35783;-11818,72934
1122,31205;-9,35819;-11821,31246
1122,46405;-9,35939;-11823,83150
1122,55205;-9,36017;-11826,46453
1122,59405;-9,36052;-11829,04541
1122,61205;-9,36070;-11831,54806
1122,63205;-9,36088;-11834,06711
1122,65605;-9,36112;-11836,60850
1122,79605;-9,36226;-11834,07530
1122,83005;-9,36256;-11831,56744
1122,95205;-9,36357;-11834,10585
1122,97605;-9,36387;-11836,81265
1122,99605;-9,36405;-11839,55669
1123,01205;-9,36423;-11842,08244
1123,02805;-9,36441;-11844,76018
1123,04405;-9,36453;-11847,36937
1123,15405;-9,36543;-11844,71846
1123,17205;-9,36561;-11842,19345
1123,20005;-9,36579;-11839,60959
1123,24605;-9,36615;-11837,10769
1123,28005;-9,36638;-11834,57151
1123,32405;-9,36674;-11831,98839
1123,44005;-9,36770;-11834,55512
1123,49005;-9,36812;-11837,11290
1123,53205;-9,36848;-11839,62598
1123,73205;-9,36997;-11837,98611
1123,82205;-9,37075;-11840,51409
1123,84605;-9,37099;-11843,15458
1123,87205;-9,37123;-11845,89565
1123,89205;-9,37141;-11848,55029
1123,92405;-9,37171;-11851,11180
1123,98005;-9,37218;-11853,69492
1124,05205;-9,37278;-11851,18854
1124,20405;-9,37410;-11853,75527
1124,22805;-9,37434;-11856,25717
1124,24205;-9,37452;-11858,76355
1124,26205;-9,37469;-11861,31686
1124,28605;-9,37493;-11863,96480
1124,37805;-9,37565;-11861,39211
1124,40005;-9,37583;-11858,73970
1124,43605;-9,37607;-11856,07314
1124,46805;-9,37631;-11853,50046
1124,51205;-9,37667;-11850,85028
1124,71205;-9,37822;-11852,81575
1124,80005;-9,37894;-11855,40184
1124,85005;-9,37936;-11857,94696
1125,05005;-9,38097;-11859,11894
1125,08005;-9,38121;-11861,85330
1125,10005;-9,38139;-11864,58468
1125,12405;-9,38163;-11867,17451
1125,16405;-9,38199;-11869,68237
1125,36405;-9,38360;-11869,81723
1125,44005;-9,38432;-11872,42642
1125,46205;-9,38456;-11875,04530
1125,48605;-9,38480;-11877,65226
1125,51005;-9,38504;-11880,16534
1125,54605;-9,38540;-11882,68960
1125,64405;-9,38617;-11880,16012
1125,67005;-9,38641;-11877,53826
1125,70205;-9,38665;-11874,91193
1125,75805;-9,38707;-11872,35788
1125,81405;-9,38749;-11869,72931
1125,84405;-9,38773;-11867,19686
1125,99605;-9,38892;-11869,75688
1126,03605;-9,38928;-11872,34744
1126,09205;-9,38970;-11874,88809
1126,22405;-9,39078;-11877,41831
1126,29405;-9,39138;-11880,00664
1126,33805;-9,39174;-11882,53239
1126,36405;-9,39203;-11885,08049
1126,39405;-9,39227;-11887,66360
1126,43405;-9,39263;-11890,18488
1126,53005;-9,39341;-11887,58239
1126,57405;-9,39371;-11884,97394
1126,68205;-9,39472;-11887,60549
1126,70205;-9,39490;-11890,18711
1126,72205;-9,39508;-11892,93116
1126,74205;-9,39532;-11895,50385
1126,76605;-9,39556;-11898,08100
1126,78205;-9,39574;-11900,75278
1126,80005;-9,39592;-11903,32696
1126,89205;-9,39664;-11900,61942
1126,90805;-9,39676;-11897,80384
1126,92205;-9,39688;-11895,08736
1126,93805;-9,39700;-11892,41335
1126,95605;-9,39712;-11889,86823
1126,99005;-9,39735;-11887,32833
1127,02005;-9,39759;-11884,80258
1127,22005;-9,39915;-11886,40594
1127,26005;-9,39951;-11888,91083
1127,28805;-9,39975;-11891,46712
1127,48805;-9,40130;-11892,99673
1127,56805;-9,40196;-11895,59326
1127,59205;-9,40220;-11898,22629
1127,62005;-9,40244;-11900,72745
1127,65405;-9,40274;-11903,25245
1127,68205;-9,40297;-11905,84823
1127,82405;-9,40411;-11903,29492
1127,90405;-9,40483;-11905,97489
1127,93205;-9,40507;-11908,62209
1127,95805;-9,40537;-11911,23426
1127,97805;-9,40555;-11913,84569
1128,00005;-9,40579;-11916,44445
1128,01805;-9,40596;-11919,12368
1128,14405;-9,40698;-11916,54354
1128,17205;-9,40722;-11913,95149
1128,20005;-9,40746;-11911,44437
1128,22805;-9,40764;-11908,90744
1128,24805;-9,40776;-11906,31166
1128,27805;-9,40800;-11903,68161
1128,45805;-9,40949;-11906,25206
1128,55605;-9,41027;-11908,77408
1128,75605;-9,41182;-11908,09160
1128,81405;-9,41230;-11910,68962
1128,84205;-9,41254;-11913,20866
1128,87205;-9,41284;-11915,72174
1128,90205;-9,41314;-11918,28698
1128,92405;-9,41332;-11921,00272
1128,96005;-9,41368;-11923,56274
1129,16005;-9,41529;-11923,47035
1129,18405;-9,41553;-11926,01025
1129,20805;-9,41583;-11928,54866
1129,22805;-9,41601;-11931,25769
1129,24605;-9,41619;-11933,86540
1129,27605;-9,41649;-11936,46267
1129,30405;-9,41679;-11939,05324
1129,39005;-9,41750;-11936,51482
1129,41005;-9,41762;-11933,90936
1129,42605;-9,41768;-11931,25769
1129,44005;-9,41780;-11928,40561
1129,45405;-9,41786;-11925,62431
1129,47005;-9,41798;-11922,87579
1129,49005;-9,41816;-11920,27852
1129,67205;-9,41966;-11922,85344
1129,71405;-9,42002;-11925,40899
1129,77405;-9,42049;-11927,93101
1129,91205;-9,42157;-11925,39185
1130,05805;-9,42271;-11927,91909
1130,10205;-9,42312;-11930,60502
1130,12405;-9,42330;-11933,22390
1130,14805;-9,42354;-11935,89643
1130,17605;-9,42378;-11938,41770
1130,20605;-9,42408;-11940,98219
1130,33605;-9,42510;-11938,39908
1130,44805;-9,42599;-11941,04925
1130,48005;-9,42635;-11943,60182
1130,50605;-9,42659;-11946,18717
1130,53605;-9,42689;-11948,74421
1130,55605;-9,42707;-11951,38022
1130,57805;-9,42731;-11954,03561
1130,67805;-9,42809;-11951,37426
1130,70005;-9,42827;-11948,73005
1130,72205;-9,42845;-11946,18344
1130,75405;-9,42868;-11943,60331
1130,84205;-9,42934;-11941,04180
1130,97805;-9,43048;-11943,57201
1131,08205;-9,43126;-11946,07243
1131,28005;-9,43287;-11948,57731
1131,35205;-9,43353;-11951,09189
1131,37205;-9,43371;-11953,66383
1131,39005;-9,43389;-11956,32219
1131,41205;-9,43407;-11958,94852
1131,45605;-9,43448;-11961,48396
1131,54405;-9,43520;-11958,91649
1131,57405;-9,43538;-11956,26855
1131,72605;-9,43670;-11958,81441
1131,75405;-9,43700;-11961,55697
1131,77205;-9,43718;-11964,25408
1131,79205;-9,43741;-11966,99962
1131,80805;-9,43759;-11969,65799
1131,82805;-9,43777;-11972,33424
1131,92005;-9,43849;-11969,66171
1131,95205;-9,43873;-11967,15385
1131,97605;-9,43891;-11964,53869
1132,00605;-9,43915;-11961,88703
1132,04205;-9,43945;-11959,35532
1132,24205;-9,44106;-11959,85749
1132,29005;-9,44148;-11962,37206
1132,33005;-9,44178;-11964,94177
1132,51205;-9,44315;-11962,41230
1132,57605;-9,44375;-11964,99392
1132,60205;-9,44399;-11967,52340
1132,62405;-9,44417;-11970,05212
1132,64805;-9,44441;-11972,55477
1132,67805;-9,44465;-11975,18483
1132,87805;-9,44632;-11973,85415
1132,92005;-9,44668;-11976,42460
1132,97205;-9,44716;-11978,95557
1132,99405;-9,44740;-11981,45896
1133,02805;-9,44770;-11984,05176
1133,07805;-9,44812;-11986,55963
1133,16405;-9,44883;-11983,93479
1133,19605;-9,44907;-11981,32187
1133,26605;-9,44961;-11978,77899
1133,46605;-9,45123;-11979,04050
1133,66605;-9,45278;-11981,18776
1133,76005;-9,45356;-11983,77684
1133,79405;-9,45386;-11986,28023
1133,83805;-9,45427;-11988,83355
1133,87805;-9,45463;-11991,40698
1133,91005;-9,45487;-11994,10632
1134,04005;-9,45595;-11991,56418
1134,19805;-9,45732;-11994,11899
1134,22205;-9,45756;-11996,70583
1134,24405;-9,45774;-11999,46404
1134,26405;-9,45798;-12002,08068
1134,29005;-9,45822;-12004,62878
1134,42005;-9,45930;-12002,07323
1134,44805;-9,45954;-11999,44913
1134,53005;-9,46019;-11996,89209
1134,59405;-9,46067;-11994,35070
1134,79405;-9,46229;-11996,09488
1134,83005;-9,46253;-11998,60647
1135,00005;-9,46396;-12001,12700
1135,05805;-9,46444;-12003,65871
1135,11605;-9,46492;-12006,20010
1135,14605;-9,46522;-12008,81079
1135,17205;-9,46546;-12011,53845
1135,21805;-9,46587;-12014,05451
1135,32005;-9,46665;-12011,48927
1135,36005;-9,46701;-12008,91882
1135,46005;-9,46785;-12011,54441
1135,48605;-9,46815;-12014,25493
1135,51605;-9,46838;-12016,86487
1135,54805;-9,46874;-12019,45916
1135,57405;-9,46898;-12022,08325
1135,67405;-9,46976;-12019,43755
1135,69805;-9,46994;-12016,92447
1135,73205;-9,47024;-12014,36445
1135,77605;-9,47054;-12011,82976
1135,84405;-9,47108;-12009,31966
1135,99205;-9,47227;-12011,84168
1136,04405;-9,47269;-12014,36892
1136,14005;-9,47341;-12016,91478
1136,20805;-9,47401;-12019,48449
1136,25805;-9,47436;-12022,09294
1136,32005;-9,47496;-12024,60155
1136,35605;-9,47526;-12027,16455
1136,39205;-9,47562;-12029,76853
1136,56205;-9,47694;-12027,25396
1136,68605;-9,47801;-12029,87507
1136,70605;-9,47825;-12032,43285
1136,73805;-9,47855;-12035,01225
1136,76205;-9,47879;-12037,54693
1136,78205;-9,47897;-12040,05852
1136,80805;-9,47921;-12042,64984
1136,89805;-9,47992;-12039,90504
1136,91805;-9,48010;-12037,26828
1136,93605;-9,48022;-12034,72391
1136,95605;-9,48034;-12032,21828
1136,98405;-9,48058;-12029,71488
1137,02405;-9,48088;-12027,15933
1137,17405;-9,48208;-12029,69179
1137,23805;-9,48261;-12032,27788
1137,30405;-9,48315;-12034,80065
1137,35405;-9,48357;-12037,36812
1137,41205;-9,48405;-12039,93484
1137,59205;-9,48554;-12042,46357
1137,63005;-9,48590;-12045,06382
1137,68405;-9,48638;-12047,61937
1137,88405;-9,48800;-12045,50713
1137,93605;-9,48847;-12048,10217
1137,95605;-9,48871;-12050,82014
1137,97605;-9,48889;-12053,33024
1137,99605;-9,48907;-12056,00575
1138,01405;-9,48925;-12058,57545
1138,04205;-9,48955;-12061,28076
1138,12205;-9,49021;-12058,72595
1138,15205;-9,49039;-12056,08696
1138,17805;-9,49063;-12053,52694
1138,20805;-9,49081;-12050,83877
1138,23205;-9,49098;-12048,13644
1138,26205;-9,49122;-12045,56823
1138,43005;-9,49260;-12048,14240
1138,49605;-9,49314;-12050,66517
1138,56405;-9,49374;-12053,18123
1138,76405;-9,49529;-12054,36215
1138,80405;-9,49565;-12056,86927
1138,85005;-9,49601;-12059,43525
1138,87805;-9,49631;-12062,03327
1138,91205;-9,49661;-12064,61638
1138,95605;-9,49696;-12067,17193
1139,08005;-9,49792;-12064,62085
1139,20205;-9,49900;-12067,17044
1139,23205;-9,49930;-12069,86830
1139,25405;-9,49948;-12072,50133
1139,27205;-9,49965;-12075,02559
1139,30005;-9,49995;-12077,57443
1139,34605;-9,50037;-12080,17096
1139,42005;-9,50097;-12077,54016
1139,44005;-9,50109;-12074,93916
1139,46205;-9,50127;-12072,28079
1139,48605;-9,50145;-12069,72823
1139,53405;-9,50181;-12067,16821
1139,63005;-9,50253;-12064,63501
1139,71805;-9,50324;-12067,25463
1139,77605;-9,50372;-12069,79156
1139,81205;-9,50408;-12072,29793
1139,87805;-9,50462;-12074,82964
1140,07805;-9,50623;-12073,80667
1140,12205;-9,50659;-12076,47473
1140,15205;-9,50689;-12079,08615
1140,18005;-9,50713;-12081,62308
1140,20205;-9,50731;-12084,25313
1140,40205;-9,50898;-12083,93052
1140,43805;-9,50934;-12086,62093
1140,48205;-9,50976;-12089,20106
1140,52205;-9,51012;-12091,71712
1140,55405;-9,51042;-12094,29577
1140,58605;-9,51072;-12096,84536
1140,67205;-9,51143;-12094,33079
1140,69205;-9,51155;-12091,81249
1140,73605;-9,51191;-12089,12581
1140,78605;-9,51227;-12086,55015
1140,83805;-9,51269;-12083,93723
1141,00805;-9,51406;-12086,45180
1141,05005;-9,51442;-12089,00213
1141,10805;-9,51490;-12091,60313
1141,30805;-9,51646;-12089,73676
1141,35405;-9,51687;-12092,29082
1141,38805;-9,51717;-12094,80241
1141,41005;-9,51741;-12097,48909
1141,43805;-9,51765;-12100,09307
1141,48605;-9,51807;-12102,59795
1141,68605;-9,51974;-12102,47725
1141,71805;-9,52004;-12105,08719
1141,73605;-9,52022;-12107,59580
1141,75605;-9,52040;-12110,12304
1141,79005;-9,52070;-12112,70764
1141,93405;-9,52190;-12110,11037
1141,96605;-9,52214;-12107,58314
1142,00205;-9,52237;-12105,00151
1142,06005;-9,52285;-12102,38338
1142,25005;-9,52435;-12104,96053
1142,28605;-9,52465;-12107,51459
1142,33205;-9,52506;-12110,08653
1142,53205;-9,52668;-12111,68990
1142,61805;-9,52740;-12114,22309
1142,68005;-9,52794;-12116,75033
1142,71805;-9,52829;-12119,28353
1142,91805;-9,52997;-12121,28699
1142,96805;-9,53045;-12123,81721
1143,01805;-9,53092;-12126,36456
1143,07605;-9,53146;-12128,90744
1143,12205;-9,53188;-12131,44287
1143,20005;-9,53248;-12128,84039
1143,22605;-9,53266;-12126,23939
1143,26805;-9,53302;-12123,73897
1143,35405;-9,53368;-12121,20876
1143,55405;-9,53523;-12120,44582
1143,59205;-9,53553;-12123,04682
1143,63005;-9,53589;-12125,60311
1143,70205;-9,53643;-12128,12737
1143,86605;-9,53780;-12130,76264
1143,89805;-9,53810;-12133,28838
1143,92405;-9,53834;-12135,85287
1143,94805;-9,53858;-12138,41885
1143,97405;-9,53882;-12140,94609
1144,17405;-9,54049;-12138,80777
1144,23605;-9,54103;-12141,42218
1144,27605;-9,54145;-12144,01871
1144,30805;-9,54175;-12146,65398
1144,33205;-9,54199;-12149,17749
1144,42005;-9,54264;-12146,48634
1144,44205;-9,54282;-12143,74751
1144,46205;-9,54300;-12141,20910
1144,49205;-9,54318;-12138,62300
1144,55605;-9,54372;-12136,11886
1144,75605;-9,54521;-12136,70820
1144,78605;-9,54551;-12139,31963
1144,81805;-9,54575;-12141,99290
1144,84405;-9,54599;-12144,60433
1144,96605;-9,54695;-12147,18819
1145,12605;-9,54826;-12149,79514
1145,14605;-9,54844;-12152,45649
1145,16805;-9,54868;-12155,16850
1145,19205;-9,54892;-12157,97141
1145,21405;-9,54910;-12160,59253
1145,33405;-9,55006;-12157,97588
1145,48405;-9,55143;-12160,57986
1145,51605;-9,55173;-12163,24940
1145,54605;-9,55197;-12165,77962
1145,67205;-9,55305;-12163,23376
1145,76005;-9,55376;-12160,69609
1145,81605;-9,55418;-12158,02655
1146,01605;-9,55580;-12157,93267
1146,05005;-9,55604;-12160,45767
1146,25005;-9,55765;-12162,23314
1146,34205;-9,55843;-12164,84606
1146,36405;-9,55861;-12167,61768
1146,38805;-9,55885;-12170,13076
1146,41005;-9,55909;-12172,76752
1146,43005;-9,55926;-12175,37746
1146,45605;-9,55950;-12178,01124
1146,59205;-9,56064;-12175,42738
1146,76005;-9,56208;-12178,13492
1146,78205;-9,56231;-12180,81564
1146,80605;-9,56255;-12183,44942
1146,83805;-9,56285;-12186,01093
1146,94805;-9,56375;-12183,48518
1146,97005;-9,56393;-12180,88642
1147,01005;-9,56423;-12178,24966
1147,04205;-9,56447;-12175,70528
1147,08805;-9,56482;-12173,15122
1147,14005;-9,56518;-12170,63069
1147,24205;-9,56602;-12173,16389
1147,28205;-9,56632;-12175,76638
1147,34805;-9,56686;-12178,32491
1147,54805;-9,56841;-12177,68043
1147,58605;-9,56871;-12180,30974
1147,61005;-9,56895;-12182,88690
1147,63405;-9,56919;-12185,59369
1147,65405;-9,56937;-12188,22449
1147,67005;-9,56955;-12190,72491
1147,68805;-9,56973;-12193,42574
1147,71205;-9,56991;-12196,16607
1147,73605;-9,57015;-12198,79538
1147,83405;-9,57092;-12196,14074
1147,88005;-9,57128;-12193,58295
1148,02005;-9,57248;-12196,15489
1148,04005;-9,57272;-12198,83561
1148,05605;-9,57290;-12201,65938
1148,07605;-9,57308;-12204,38331
1148,09805;-9,57332;-12207,10501
1148,12605;-9,57355;-12209,71495
1148,18605;-9,57403;-12207,19069
1148,22205;-9,57433;-12204,47421
1148,24405;-9,57451;-12201,86278
1148,27005;-9,57469;-12199,16195
1148,29205;-9,57487;-12196,57511
1148,32405;-9,57511;-12194,02775
1148,39005;-9,57559;-12191,46922
1148,59005;-9,57720;-12193,63883
1148,61805;-9,57744;-12196,36798
1148,75005;-9,57846;-12198,90490
1148,84605;-9,57923;-12201,52453
1148,88005;-9,57959;-12204,12180
1148,90605;-9,57983;-12206,78687
1148,92805;-9,58007;-12209,48026
1148,95405;-9,58031;-12212,16545
1149,00005;-9,58067;-12214,68151
1149,09605;-9,58145;-12212,06337
1149,13605;-9,58175;-12209,52719
1149,24205;-9,58270;-12212,16395
1149,26605;-9,58294;-12214,83201
1149,28805;-9,58318;-12217,37340
1149,30405;-9,58336;-12219,98334
1149,31805;-9,58348;-12222,48971
1149,33605;-9,58366;-12225,13765
1149,37005;-9,58396;-12227,66340
1149,43205;-9,58450;-12225,02813
1149,46605;-9,58473;-12222,35858
1149,49205;-9,58491;-12219,66669
1149,51005;-9,58509;-12217,14914
1149,53605;-9,58527;-12214,40136
1149,55805;-9,58539;-12211,73629
1149,59605;-9,58569;-12209,21502
1149,63005;-9,58593;-12206,65500
1149,75805;-9,58701;-12209,25003
1149,79405;-9,58731;-12211,75641
1149,83005;-9,58761;-12214,34027
1150,03005;-9,58916;-12214,33058
1150,12405;-9,58994;-12216,89060
1150,14605;-9,59012;-12219,56834
1150,16605;-9,59030;-12222,12166
1150,19805;-9,59059;-12224,72563
1150,23005;-9,59089;-12227,26554
1150,43005;-9,59251;-12228,32277
1150,48205;-9,59299;-12230,93420
1150,51205;-9,59329;-12233,49571
1150,52805;-9,59346;-12236,11832
1150,54605;-9,59364;-12238,68057
1150,56205;-9,59382;-12241,22792
1150,57605;-9,59394;-12243,81253
1150,59805;-9,59418;-12246,31295
1150,68405;-9,59484;-12243,76410
1150,70405;-9,59502;-12241,25773
1150,72405;-9,59520;-12238,63140
1150,75205;-9,59538;-12236,03413
1150,77405;-9,59550;-12233,44281
1150,80805;-9,59580;-12230,79041
1150,83605;-9,59598;-12228,16110
1151,03605;-9,59759;-12229,32041
1151,09605;-9,59807;-12231,88043
1151,14405;-9,59849;-12234,39053
1151,20005;-9,59890;-12236,92372
1151,38205;-9,60040;-12239,52174
1151,41405;-9,60070;-12242,13466
1151,44005;-9,60094;-12244,67456
1151,50405;-9,60148;-12247,17647
1151,70405;-9,60315;-12246,91197
1151,73805;-9,60351;-12249,50776
1151,76005;-9,60375;-12252,12738
1151,77805;-9,60393;-12254,81704
1151,79805;-9,60411;-12257,41655
1151,81805;-9,60429;-12260,08162
1151,84405;-9,60453;-12262,71838
1151,94005;-9,60536;-12260,21275
1151,96405;-9,60554;-12257,52309
1151,98405;-9,60566;-12254,96754
1152,00805;-9,60584;-12252,42987
1152,04605;-9,60614;-12249,85421
1152,10605;-9,60662;-12247,31132
1152,15205;-9,60692;-12244,70884
1152,27205;-9,60793;-12247,28748
1152,32805;-9,60841;-12249,86836
1152,35605;-9,60859;-12252,50140
1152,55605;-9,61021;-12254,56521
1152,62205;-9,61074;-12257,21464
1152,65605;-9,61110;-12259,86183
1152,67605;-9,61128;-12262,52094
1152,70005;-9,61152;-12265,20464
1152,86005;-9,61278;-12262,69007
1152,99605;-9,61397;-12265,45051
1153,01005;-9,61409;-12267,99935
1153,02605;-9,61427;-12270,75085
1153,04605;-9,61451;-12273,48298
1153,06405;-9,61469;-12276,08174
1153,08005;-9,61487;-12278,76768
1153,09605;-9,61505;-12281,49831
1153,11405;-9,61517;-12284,16637
1153,18605;-9,61577;-12281,50427
1153,20205;-9,61589;-12278,99790
1153,21805;-9,61601;-12276,28589
1153,23405;-9,61606;-12273,60070
1153,25005;-9,61618;-12270,89614
1153,26805;-9,61636;-12268,23777
1153,29405;-9,61654;-12265,63528
1153,32605;-9,61672;-12263,08942
1153,38605;-9,61720;-12260,57932
1153,46005;-9,61780;-12263,19745
1153,48605;-9,61804;-12265,78876
1153,53405;-9,61840;-12268,32718
1153,57205;-9,61876;-12270,83653
1153,60005;-9,61899;-12273,41592
1153,73805;-9,62001;-12270,82759
1153,85005;-9,62097;-12273,52023
1153,87005;-9,62109;-12276,05045
1153,91405;-9,62151;-12278,59035
1153,94805;-9,62181;-12281,26958
1153,97605;-9,62204;-12283,92199
1154,01005;-9,62234;-12286,42389
1154,14605;-9,62348;-12283,90932
1154,21605;-9,62414;-12286,51777
1154,24205;-9,62438;-12289,10759
1154,26205;-9,62462;-12291,61620
1154,28605;-9,62485;-12294,31555
1154,30605;-9,62503;-12296,84576
1154,43605;-9,62611;-12294,29170
1154,46405;-9,62635;-12291,73467
1154,49205;-9,62659;-12289,23127
1154,52205;-9,62677;-12286,56769
1154,54605;-9,62695;-12284,00320
1154,57605;-9,62719;-12281,45435
1154,68405;-9,62808;-12283,98159
1154,75805;-9,62868;-12286,50212
1154,82205;-9,62922;-12289,07779
1154,88805;-9,62976;-12291,60950
1155,02605;-9,63077;-12289,10014
1155,14005;-9,63173;-12291,68922
1155,17405;-9,63203;-12294,31555
1155,19405;-9,63221;-12297,00670
1155,22405;-9,63251;-12299,62632
1155,25405;-9,63275;-12302,25861
1155,45405;-9,63442;-12303,59375
1155,49205;-9,63484;-12306,15824
1155,51405;-9,63502;-12308,67282
1155,53605;-9,63526;-12311,39228
1155,55605;-9,63544;-12313,97614
1155,58405;-9,63574;-12316,58161
1155,70405;-9,63675;-12313,90834
1155,72405;-9,63687;-12311,27307
1155,73805;-9,63699;-12308,76520
1155,75405;-9,63705;-12306,14707
1155,77005;-9,63717;-12303,30691
1155,78405;-9,63729;-12300,59490
1155,80605;-9,63741;-12297,95143
1155,96005;-9,63866;-12300,50251
1155,99205;-9,63896;-12303,01037
1156,03005;-9,63926;-12305,51600
1156,10405;-9,63992;-12308,14755
1156,30405;-9,64142;-12307,45241
1156,34005;-9,64171;-12309,95283
1156,37605;-9,64201;-12312,47783
1156,40805;-9,64231;-12315,11980
1156,43005;-9,64255;-12317,70441
1156,45605;-9,64279;-12320,35086
1156,49005;-9,64309;-12322,86245
1156,53005;-9,64345;-12325,38298
1156,61005;-9,64405;-12322,79018
1156,68605;-9,64464;-12320,27411
1156,78605;-9,64554;-12322,83115
1156,82405;-9,64590;-12325,33753
1156,84405;-9,64614;-12327,95268
1156,86605;-9,64632;-12330,61105
1156,89005;-9,64656;-12333,11146
1156,98605;-9,64733;-12330,54399
1157,00805;-9,64745;-12328,00856
1157,03205;-9,64763;-12325,39564
1157,11405;-9,64829;-12322,83115
1157,31405;-9,64997;-12325,30773
1157,51405;-9,65152;-12326,43723
1157,63005;-9,65248;-12328,99725
1157,66605;-9,65284;-12331,65637
1157,68405;-9,65301;-12334,41681
1157,70005;-9,65314;-12337,19140
1157,71605;-9,65331;-12339,76036
1157,73805;-9,65349;-12342,38669
1157,76005;-9,65373;-12344,95416
1157,86805;-9,65457;-12342,21235
1157,89405;-9,65475;-12339,62923
1158,03206;-9,65594;-12342,25482
1158,06606;-9,65630;-12344,84613
1158,08406;-9,65648;-12347,36517
1158,10006;-9,65666;-12350,21725
1158,11806;-9,65684;-12352,80335
1158,15406;-9,65714;-12355,33357
1158,23406;-9,65780;-12352,77206
1158,25806;-9,65798;-12350,25898
1158,27806;-9,65810;-12347,64904
1158,30806;-9,65834;-12344,99365
1158,34206;-9,65858;-12342,36434
1158,38006;-9,65887;-12339,76558
