Local Peak Maximum (Comp. extension 1 % Change) : HoraalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;sec
5,40200;-0,05064;-542,97717
5,44800;-0,05100;-545,57519
5,48200;-0,05130;-548,16394
5,51000;-0,05160;-550,72121
5,53400;-0,05184;-553,29627
5,57000;-0,05220;-555,85550
5,60400;-0,05250;-558,49398
5,64000;-0,05279;-561,04399
5,68000;-0,05309;-563,67801
5,74000;-0,05357;-566,22922
5,77000;-0,05381;-568,83073
5,82200;-0,05417;-571,34274
5,86400;-0,05447;-573,88609
5,90600;-0,05483;-576,42432
5,94000;-0,05513;-579,08515
5,96600;-0,05531;-581,62794
6,01000;-0,05566;-584,18754
6,04000;-0,05590;-586,77690
6,09200;-0,05632;-589,30418
6,13400;-0,05668;-591,89573
6,16600;-0,05698;-594,48294
6,19600;-0,05722;-597,02508
6,25000;-0,05770;-599,64522
6,29600;-0,05806;-602,15234
6,33200;-0,05835;-604,69685
6,36200;-0,05859;-607,32635
6,40000;-0,05895;-609,94746
6,43600;-0,05925;-612,59302
6,47000;-0,05955;-615,24389
6,51200;-0,05991;-617,82799
6,56200;-0,06033;-620,36798
6,59600;-0,06057;-622,88018
6,64200;-0,06093;-625,39298
6,68400;-0,06128;-628,02993
6,72600;-0,06170;-630,58678
6,75000;-0,06194;-633,14387
6,77400;-0,06218;-635,76908
6,80400;-0,06248;-638,36467
6,83000;-0,06272;-640,92665
6,86600;-0,06308;-643,43414
6,91600;-0,06350;-646,01609
6,95800;-0,06380;-648,55451
6,99600;-0,06409;-651,09259
7,05200;-0,06451;-653,59501
7,09000;-0,06475;-656,17594
7,12800;-0,06511;-658,75337
7,17600;-0,06547;-661,27088
7,20200;-0,06571;-663,79327
7,23400;-0,06595;-666,40866
7,26600;-0,06625;-668,97492
7,30600;-0,06655;-671,55077
7,34200;-0,06684;-674,07512
7,37000;-0,06708;-676,71151
7,42200;-0,06750;-679,28894
7,45200;-0,06774;-681,91355
7,48200;-0,06798;-684,49662
7,52200;-0,06828;-687,11205
7,55400;-0,06858;-689,65284
7,59600;-0,06894;-692,27004
7,63000;-0,06924;-694,97712
7,66000;-0,06948;-697,49011
7,70200;-0,06983;-700,06475
7,73000;-0,07007;-702,68214
7,76400;-0,07037;-705,30167
7,81200;-0,07079;-707,82150
7,84600;-0,07103;-710,42008
7,88400;-0,07133;-712,96482
7,92600;-0,07163;-715,48503
7,97000;-0,07205;-718,11299
7,99400;-0,07223;-720,70588
8,01400;-0,07246;-723,26018
8,05000;-0,07282;-725,83780
8,07800;-0,07312;-728,47358
8,11200;-0,07342;-731,09232
8,14800;-0,07378;-733,65509
8,18800;-0,07408;-736,22703
8,23000;-0,07438;-738,79207
8,27200;-0,07468;-741,33780
8,31400;-0,07504;-743,97218
8,34800;-0,07527;-746,48047
8,39000;-0,07557;-749,06670
8,42400;-0,07581;-751,68838
8,46800;-0,07617;-754,21175
8,50400;-0,07647;-756,77726
8,53800;-0,07671;-759,32746
8,57400;-0,07707;-761,93172
8,60200;-0,07731;-764,61211
8,63400;-0,07755;-767,14256
8,67600;-0,07791;-769,76600
8,72000;-0,07826;-772,30679
8,76200;-0,07862;-774,85112
8,79600;-0,07886;-777,52569
8,84000;-0,07922;-780,03062
8,87200;-0,07946;-782,57071
8,91400;-0,07988;-785,21445
8,94800;-0,08018;-787,86612
8,97800;-0,08042;-790,47857
9,01800;-0,08078;-792,99081
9,06000;-0,08113;-795,61109
9,09800;-0,08143;-798,19281
9,14600;-0,08179;-800,80042
9,17200;-0,08203;-803,39368
9,20600;-0,08233;-805,96898
9,24200;-0,08269;-808,56970
9,28200;-0,08305;-811,23738
9,30400;-0,08323;-813,95330
9,33800;-0,08359;-816,46964
9,36200;-0,08382;-819,04428
9,39000;-0,08406;-821,60840
9,44000;-0,08442;-824,13256
9,47600;-0,08472;-826,68392
9,52000;-0,08508;-829,20929
9,58200;-0,08556;-831,89169
9,60600;-0,08574;-834,46400
9,63400;-0,08598;-836,97578
9,67200;-0,08628;-839,53189
9,71000;-0,08658;-842,13847
9,74600;-0,08687;-844,74720
9,77800;-0,08711;-847,33777
9,82000;-0,08747;-849,95180
9,85000;-0,08771;-852,57776
9,88200;-0,08801;-855,21340
9,91400;-0,08831;-857,78357
9,94800;-0,08855;-860,28399
9,98600;-0,08885;-862,79195
10,03400;-0,08921;-865,39946
10,08000;-0,08956;-868,02645
10,11200;-0,08986;-870,64030
10,14600;-0,09016;-873,18327
10,17800;-0,09040;-875,84173
10,20600;-0,09070;-878,47598
10,24400;-0,09100;-881,04242
10,28000;-0,09136;-883,61222
10,32000;-0,09166;-886,20652
10,34400;-0,09184;-888,77371
10,38400;-0,09220;-891,33214
10,43000;-0,09255;-893,87801
10,46200;-0,09285;-896,37944
10,49400;-0,09315;-898,90053
10,52000;-0,09339;-901,41622
10,54600;-0,09369;-903,97093
10,57200;-0,09393;-906,49277
10,60000;-0,09417;-909,11323
10,64000;-0,09453;-911,73137
10,66800;-0,09477;-914,23672
10,71200;-0,09507;-916,85094
10,78000;-0,09560;-919,45287
10,81600;-0,09584;-922,10723
10,84600;-0,09608;-924,64257
10,87600;-0,09632;-927,23668
10,91400;-0,09662;-929,83972
10,95200;-0,09692;-932,40673
10,98800;-0,09722;-935,09639
11,02000;-0,09746;-937,68090
11,05400;-0,09776;-940,26709
11,08400;-0,09799;-942,83530
11,11600;-0,09823;-945,46033
11,14800;-0,09853;-948,03479
11,18000;-0,09877;-950,65907
11,22200;-0,09913;-953,18025
11,25400;-0,09937;-955,79019
11,28800;-0,09967;-958,40227
11,32800;-0,09997;-960,94580
11,36600;-0,10027;-963,65130
11,39800;-0,10051;-966,16847
11,43400;-0,10081;-968,83653
11,45800;-0,10104;-971,48521
11,48000;-0,10122;-974,00192
11,51200;-0,10152;-976,53056
11,55400;-0,10188;-979,05928
11,58400;-0,10212;-981,61492
11,62200;-0,10248;-984,18454
11,66800;-0,10284;-986,85324
11,70000;-0,10314;-989,38262
11,72600;-0,10338;-991,92718
11,74600;-0,10356;-994,43877
11,78000;-0,10385;-996,96200
11,81400;-0,10421;-999,57623
11,84400;-0,10445;-1002,18439
11,87200;-0,10475;-1004,68583
11,90200;-0,10499;-1007,25340
11,93600;-0,10529;-1009,83102
11,97200;-0,10559;-1012,35108
12,01600;-0,10595;-1014,97509
12,05400;-0,10619;-1017,51219
12,09000;-0,10649;-1020,02323
12,13200;-0,10684;-1022,65924
12,16800;-0,10708;-1025,21293
12,21000;-0,10738;-1027,72946
12,24800;-0,10768;-1030,34647
12,27400;-0,10792;-1032,87259
12,30200;-0,10810;-1035,45291
12,34000;-0,10846;-1037,97689
12,36600;-0,10864;-1040,62539
12,39600;-0,10888;-1043,14173
12,44000;-0,10924;-1045,76470
12,46800;-0,10947;-1048,38600
12,50800;-0,10983;-1050,95664
12,54600;-0,11013;-1053,53817
12,58200;-0,11037;-1056,11319
12,61400;-0,11067;-1058,75451
12,64200;-0,11091;-1061,33800
12,68200;-0,11127;-1063,92065
12,71000;-0,11151;-1066,53608
12,73800;-0,11181;-1069,04479
12,76800;-0,11205;-1071,58162
12,80600;-0,11240;-1074,15179
12,84400;-0,11270;-1076,78724
12,87600;-0,11294;-1079,28747
12,92200;-0,11336;-1081,82421
12,96000;-0,11366;-1084,40528
12,99000;-0,11390;-1087,04986
13,01800;-0,11420;-1089,57272
13,04600;-0,11444;-1092,14382
13,07800;-0,11480;-1094,81392
13,09800;-0,11498;-1097,54521
13,12000;-0,11521;-1100,19594
13,15800;-0,11551;-1102,82833
13,19000;-0,11581;-1105,45512
13,24400;-0,11623;-1107,97910
13,28000;-0,11647;-1110,55868
13,31600;-0,11677;-1113,13900
13,36200;-0,11713;-1115,65962
13,39400;-0,11737;-1118,24060
13,43600;-0,11767;-1120,80984
13,48000;-0,11802;-1123,41996
13,51200;-0,11826;-1126,05551
13,53800;-0,11844;-1128,75653
13,57400;-0,11874;-1131,36470
13,60800;-0,11904;-1133,96989
13,64600;-0,11934;-1136,51166
13,67600;-0,11958;-1139,16937
13,71200;-0,11988;-1141,75249
13,74600;-0,12012;-1144,26157
13,78600;-0,12048;-1146,83034
13,82400;-0,12077;-1149,46933
13,86600;-0,12107;-1152,09902
13,89400;-0,12131;-1154,62039
13,92200;-0,12155;-1157,14045
13,95000;-0,12185;-1159,75942
13,97400;-0,12209;-1162,29923
13,99800;-0,12227;-1164,82927
14,03400;-0,12263;-1167,43390
14,08800;-0,12305;-1169,99932
14,12600;-0,12335;-1172,53857
14,15800;-0,12358;-1175,10306
14,19200;-0,12388;-1177,70713
14,22400;-0,12418;-1180,28475
14,26000;-0,12448;-1182,83872
14,29000;-0,12478;-1185,44586
14,31200;-0,12496;-1188,05133
14,34000;-0,12526;-1190,65540
14,37200;-0,12550;-1193,22333
14,40200;-0,12580;-1195,83979
14,44000;-0,12610;-1198,53308
14,47400;-0,12640;-1201,15988
14,52000;-0,12675;-1203,71813
14,56400;-0,12711;-1206,31261
14,59400;-0,12735;-1208,87626
14,62200;-0,12759;-1211,47335
14,66000;-0,12789;-1214,02312
14,69800;-0,12819;-1216,65495
14,73000;-0,12843;-1219,17380
14,76000;-0,12867;-1221,82528
14,79400;-0,12891;-1224,43428
14,82600;-0,12921;-1227,05903
14,85600;-0,12944;-1229,61635
14,89000;-0,12974;-1232,12934
14,91800;-0,12992;-1234,73182
14,96000;-0,13028;-1237,27024
14,98800;-0,13046;-1239,81452
15,03400;-0,13082;-1242,39670
15,06400;-0,13106;-1244,96389
15,09000;-0,13124;-1247,54431
15,12000;-0,13154;-1250,05236
15,15800;-0,13184;-1252,64823
15,18200;-0,13208;-1255,36900
15,20400;-0,13231;-1258,05689
15,22800;-0,13255;-1260,62334
15,26400;-0,13285;-1263,13707
15,30400;-0,13321;-1265,70277
15,34800;-0,13357;-1268,27899
15,38600;-0,13387;-1270,79608
15,42800;-0,13417;-1273,31596
15,45400;-0,13441;-1275,91295
15,48600;-0,13465;-1278,54813
15,51000;-0,13489;-1281,20957
15,53800;-0,13512;-1283,86961
15,56000;-0,13536;-1286,55890
15,58400;-0,13560;-1289,12358
15,60800;-0,13584;-1291,71684
15,63200;-0,13608;-1294,22657
15,66200;-0,13638;-1296,88112
15,70000;-0,13668;-1299,38861
15,74000;-0,13704;-1301,90849
15,77600;-0,13728;-1304,46078
15,81000;-0,13752;-1307,08879
15,85400;-0,13787;-1309,67731
15,89600;-0,13817;-1312,30000
15,94000;-0,13853;-1314,83255
15,96800;-0,13877;-1317,34535
15,99600;-0,13901;-1320,01191
16,02000;-0,13919;-1322,73408
16,04600;-0,13937;-1325,28525
16,08800;-0,13973;-1327,79879
16,11800;-0,13997;-1330,43909
16,15400;-0,14027;-1332,95264
16,19000;-0,14057;-1335,54200
16,22200;-0,14080;-1338,09699
16,25600;-0,14104;-1340,61659
16,30800;-0,14146;-1343,16050
16,33200;-0,14164;-1345,76345
16,36200;-0,14188;-1348,34573
16,39400;-0,14218;-1351,00698
16,42000;-0,14242;-1353,63489
16,44800;-0,14272;-1356,24539
16,47800;-0,14302;-1358,92900
16,51600;-0,14332;-1361,46965
16,56200;-0,14373;-1364,04606
16,59800;-0,14397;-1366,54666
16,65200;-0,14439;-1369,11115
16,68200;-0,14463;-1371,72015
16,72000;-0,14493;-1374,28483
16,74400;-0,14517;-1376,83777
16,77000;-0,14541;-1379,37227
16,80000;-0,14565;-1381,97597
16,82400;-0,14589;-1384,59373
16,85400;-0,14625;-1387,18095
16,87400;-0,14642;-1389,90562
16,90000;-0,14666;-1392,60665
16,94800;-0,14708;-1395,14590
16,98400;-0,14738;-1397,66568
17,04800;-0,14786;-1400,25001
17,08000;-0,14810;-1402,75219
17,11600;-0,14834;-1405,35431
17,15000;-0,14864;-1407,95503
17,19000;-0,14894;-1410,56674
17,22600;-0,14917;-1413,06799
17,25800;-0,14941;-1415,70708
17,29400;-0,14971;-1418,30053
17,32200;-0,14995;-1420,89147
17,35000;-0,15013;-1423,45382
17,38400;-0,15043;-1426,00499
17,42200;-0,15073;-1428,52133
17,46200;-0,15109;-1431,16536
17,48600;-0,15127;-1433,83536
17,53600;-0,15169;-1436,39660
17,57600;-0,15198;-1438,92560
17,61000;-0,15228;-1441,49205
17,63800;-0,15252;-1444,04992
17,67000;-0,15282;-1446,65204
17,69400;-0,15306;-1449,39432
17,71600;-0,15330;-1451,95508
17,74600;-0,15354;-1454,53839
17,81400;-0,15408;-1457,13110
17,85200;-0,15444;-1459,65209
17,90400;-0,15480;-1462,20997
17,93800;-0,15509;-1464,74978
17,97400;-0,15539;-1467,29974
17,99400;-0,15557;-1469,80770
18,02400;-0,15587;-1472,40236
18,04400;-0,15605;-1474,97468
18,07400;-0,15635;-1477,68231
18,10200;-0,15665;-1480,22994
18,12600;-0,15689;-1482,79071
18,17000;-0,15731;-1485,37634
18,20400;-0,15755;-1487,91466
18,27000;-0,15808;-1490,46695
18,30600;-0,15838;-1493,01486
18,35800;-0,15874;-1495,57190
18,39000;-0,15898;-1498,19478
18,43000;-0,15928;-1500,82288
18,46600;-0,15958;-1503,34174
18,50000;-0,15988;-1505,90446
18,53000;-0,16012;-1508,45349
18,55800;-0,16036;-1511,02841
18,60000;-0,16065;-1513,57017
18,63600;-0,16095;-1516,14724
18,67200;-0,16125;-1518,72151
18,71600;-0,16161;-1521,23235
18,75000;-0,16185;-1523,87004
18,79600;-0,16221;-1526,47784
18,83800;-0,16251;-1529,08172
18,87200;-0,16281;-1531,64389
18,90000;-0,16305;-1534,31408
18,93000;-0,16334;-1536,82278
18,96000;-0,16358;-1539,45675
18,99600;-0,16394;-1541,99973
19,03200;-0,16424;-1544,53060
19,09600;-0,16478;-1547,04060
19,13400;-0,16508;-1549,64682
19,18800;-0,16550;-1552,22779
19,22000;-0,16580;-1554,73510
19,25600;-0,16616;-1557,33246
19,28600;-0,16639;-1559,86836
19,31000;-0,16669;-1562,38172
19,33200;-0,16687;-1564,95329
19,36000;-0,16717;-1567,60439
19,39400;-0,16747;-1570,19086
19,45800;-0,16801;-1572,69612
19,51400;-0,16843;-1575,24794
19,56800;-0,16885;-1577,78133
19,60400;-0,16914;-1580,35886
19,65400;-0,16950;-1582,87957
19,69200;-0,16980;-1585,42581
19,72000;-0,16998;-1588,07617
19,75800;-0,17028;-1590,58981
19,80200;-0,17064;-1593,19676
19,84200;-0,17094;-1595,71767
19,87400;-0,17124;-1598,26297
19,90800;-0,17148;-1600,82132
19,94800;-0,17184;-1603,38581
19,99400;-0,17219;-1606,02350
20,03800;-0,17255;-1608,53527
20,08600;-0,17291;-1611,14689
20,13000;-0,17327;-1613,66686
20,16600;-0,17357;-1616,18628
20,19400;-0,17387;-1618,70848
20,23600;-0,17423;-1621,29700
20,28200;-0,17459;-1623,82424
20,33000;-0,17500;-1626,46230
20,36800;-0,17530;-1629,04989
20,41600;-0,17572;-1631,60861
20,46000;-0,17608;-1634,20197
20,50400;-0,17650;-1636,77335
20,53200;-0,17680;-1639,43879
20,55600;-0,17704;-1641,96566
20,57800;-0,17728;-1644,64768
20,64200;-0,17787;-1647,22875
20,68400;-0,17823;-1649,73978
20,73800;-0,17865;-1652,27298
20,79200;-0,17907;-1654,78531
20,84800;-0,17949;-1657,35371
20,88800;-0,17979;-1659,99811
20,96200;-0,18033;-1662,60917
20,99400;-0,18056;-1665,11927
21,02600;-0,18086;-1667,65619
21,05800;-0,18110;-1670,27824
21,09000;-0,18134;-1672,88352
21,13600;-0,18176;-1675,45807
21,17200;-0,18206;-1678,01231
21,21800;-0,18242;-1680,58723
21,26200;-0,18278;-1683,13906
21,30800;-0,18314;-1685,67523
21,35600;-0,18355;-1688,18552
21,39400;-0,18385;-1690,75411
21,44000;-0,18427;-1693,38416
21,46800;-0,18457;-1695,96411
21,50600;-0,18487;-1698,57126
21,56600;-0,18541;-1701,07279
21,64400;-0,18595;-1703,62145
21,68600;-0,18630;-1706,20494
21,72000;-0,18660;-1708,83629
21,75400;-0,18696;-1711,42034
21,78200;-0,18720;-1713,96863
21,80600;-0,18750;-1716,51896
21,83000;-0,18774;-1719,15591
21,87400;-0,18822;-1721,70196
21,93000;-0,18870;-1724,26831
22,05200;-0,18959;-1726,80039
22,10600;-0,18995;-1729,41908
22,14200;-0,19025;-1731,97445
22,18400;-0,19055;-1734,53987
22,21600;-0,19079;-1737,13639
22,25000;-0,19109;-1739,71504
22,29600;-0,19145;-1742,31324
22,33800;-0,19180;-1744,97254
22,37800;-0,19216;-1747,51412
22,44000;-0,19264;-1750,09649
22,48000;-0,19294;-1752,67104
22,54800;-0,19342;-1755,25211
22,58600;-0,19378;-1757,82908
22,63000;-0,19414;-1760,38723
22,66800;-0,19444;-1763,00313
22,70000;-0,19473;-1765,60581
22,75600;-0,19521;-1768,11665
22,79000;-0,19551;-1770,67295
22,84400;-0,19599;-1773,28475
22,90400;-0,19647;-1775,81217
22,94800;-0,19683;-1778,36064
22,99800;-0,19725;-1780,95847
23,03000;-0,19760;-1783,54047
23,06200;-0,19790;-1786,07572
23,09200;-0,19820;-1788,58396
23,14000;-0,19868;-1791,09778
23,23000;-0,19940;-1793,60528
23,29200;-0,19988;-1796,11985
23,35600;-0,20035;-1798,65658
23,40200;-0,20071;-1801,26391
23,43400;-0,20095;-1803,90570
23,48400;-0,20137;-1806,46367
23,52400;-0,20167;-1809,04325
23,58800;-0,20221;-1811,62879
23,63000;-0,20257;-1814,22513
23,67800;-0,20299;-1816,77081
23,73000;-0,20334;-1819,28743
23,78600;-0,20376;-1821,80796
23,85000;-0,20430;-1824,32998
23,88600;-0,20454;-1826,87771
23,92800;-0,20490;-1829,50199
23,96600;-0,20526;-1832,10876
24,00000;-0,20562;-1834,63693
24,04000;-0,20592;-1837,14125
24,11000;-0,20651;-1839,75287
24,17800;-0,20705;-1842,31661
24,23800;-0,20759;-1844,95524
24,26200;-0,20783;-1847,58138
24,29400;-0,20819;-1850,14289
24,33000;-0,20855;-1852,74389
24,36000;-0,20884;-1855,38046
24,43200;-0,20950;-1857,94216
24,58200;-0,21058;-1860,48727
24,62800;-0,21094;-1863,03295
24,66000;-0,21124;-1865,56280
24,68800;-0,21142;-1868,14703
24,73400;-0,21183;-1870,72270
24,76800;-0,21213;-1873,22553
24,83000;-0,21261;-1875,82970
24,87400;-0,21303;-1878,42902
24,91400;-0,21333;-1881,00822
25,00600;-0,21399;-1883,53397
25,05600;-0,21441;-1886,11783
25,10400;-0,21476;-1888,64209
25,14000;-0,21506;-1891,27177
25,18400;-0,21548;-1893,81745
25,22400;-0,21584;-1896,40410
25,27600;-0,21632;-1898,99355
25,34800;-0,21692;-1901,49844
25,44200;-0,21763;-1903,99867
25,47800;-0,21793;-1906,65238
25,51600;-0,21823;-1909,16359
25,56600;-0,21871;-1911,69046
25,60000;-0,21901;-1914,27134
25,63400;-0,21937;-1916,78982
25,66600;-0,21967;-1919,41019
25,80400;-0,22074;-1921,93482
25,87800;-0,22134;-1924,46075
25,93400;-0,22176;-1927,03102
25,98000;-0,22218;-1929,62624
26,01800;-0,22248;-1932,20079
26,06200;-0,22284;-1934,74926
26,11600;-0,22325;-1937,30425
26,17000;-0,22367;-1939,82497
26,23200;-0,22415;-1942,34904
26,29400;-0,22469;-1944,89378
26,33600;-0,22505;-1947,51713
26,39600;-0,22553;-1950,11012
26,45000;-0,22600;-1952,66269
26,49600;-0,22642;-1955,23594
26,53000;-0,22678;-1957,87717
26,68200;-0,22798;-1960,45656
26,73200;-0,22840;-1962,96163
26,77200;-0,22869;-1965,49557
26,80600;-0,22905;-1968,09433
26,83800;-0,22935;-1970,60816
26,87000;-0,22971;-1973,18979
26,93400;-0,23031;-1975,73919
27,05200;-0,23121;-1978,29939
27,13800;-0,23192;-1980,81154
27,19800;-0,23240;-1983,34772
27,25800;-0,23282;-1985,92115
27,29200;-0,23312;-1988,46348
27,34800;-0,23360;-1991,13749
27,39000;-0,23396;-1993,64349
27,46000;-0,23449;-1996,17855
27,54200;-0,23509;-1998,70951
27,60000;-0,23557;-2001,23172
27,65400;-0,23605;-2003,76380
27,70000;-0,23647;-2006,30855
27,74200;-0,23683;-2008,84957
27,77800;-0,23718;-2011,36246
27,91800;-0,23832;-2013,87145
27,97000;-0,23874;-2016,44190
28,02600;-0,23928;-2019,00601
28,08000;-0,23976;-2021,59919
28,11200;-0,24005;-2024,11469
28,15600;-0,24047;-2026,65515
28,28200;-0,24149;-2029,21461
28,37000;-0,24215;-2031,74762
28,43400;-0,24263;-2034,37768
28,48800;-0,24310;-2036,95372
28,53400;-0,24340;-2039,47928
28,60200;-0,24394;-2041,98956
28,64800;-0,24436;-2044,58181
28,70800;-0,24478;-2047,13531
28,77600;-0,24538;-2049,73090
28,83400;-0,24579;-2052,27900
28,87400;-0,24615;-2054,90198
28,92400;-0,24657;-2057,40836
28,98000;-0,24711;-2059,92702
29,05000;-0,24777;-2062,53305
29,17800;-0,24872;-2065,13479
29,23800;-0,24926;-2067,67730
29,28400;-0,24968;-2070,20305
29,31600;-0,24998;-2072,74761
29,36000;-0,25040;-2075,25659
29,40200;-0,25082;-2077,77042
29,49400;-0,25159;-2080,33714
29,61600;-0,25255;-2082,88468
29,70600;-0,25327;-2085,39367
29,77000;-0,25375;-2087,93469
