Extensión;Carga
-11,67886;-14451,25788
-11,67958;-14448,71575
-11,67988;-14446,08569
-11,68024;-14443,54057
-11,68084;-14441,01036
-11,68125;-14438,50249
-11,68245;-14441,05208
-11,68335;-14443,57634
-11,68389;-14446,10059
-11,68424;-14448,67253
-11,6846;-14451,24596
-11,68496;-14453,84622
-11,68526;-14456,4718
-11,68556;-14458,98712
-11,68586;-14461,58886
-11,68675;-14458,90516
-11,68699;-14456,38984
-11,68795;-14459,00649
-11,68831;-14461,54565
-11,68849;-14464,22637
-11,68867;-14466,88473
-11,68879;-14469,51628
-11,68897;-14472,10014
-11,68915;-14474,68102
-11,68945;-14477,21273
-11,6901;-14474,64228
-11,69028;-14471,96007
-11,69052;-14469,44028
-11,6907;-14466,87877
-11,69124;-14464,27256
-11,69255;-14466,919
-11,69285;-14469,57439
-11,69447;-14471,89152
-11,69495;-14474,5186
-11,69519;-14477,02646
-11,6956;-14479,63417
-11,69584;-14482,297
-11,69602;-14484,88533
-11,69722;-14482,36555
-11,69829;-14484,93898
-11,69847;-14487,77169
-11,69859;-14490,45986
-11,69877;-14493,25681
-11,69895;-14495,8213
-11,69913;-14498,38579
-11,69931;-14500,95177
-11,69967;-14503,5103
-11,70009;-14500,91302
-11,70021;-14498,21442
-11,70033;-14495,70507
-11,70039;-14492,97369
-11,70051;-14490,40323
-11,70063;-14487,74338
-11,70092;-14485,1625
-11,70128;-14482,64271
-11,702;-14485,23253
-11,7023;-14487,75828
-11,70254;-14490,33469
-11,70284;-14492,8515
-11,70314;-14495,4294
-11,7035;-14498,11012
-11,70374;-14500,83107
-11,70391;-14503,36576
-11,70553;-14503,12585
-11,70577;-14505,64712
-11,70595;-14508,15797
-11,70625;-14510,73885
-11,70786;-14508,73166
-11,7087;-14511,23208
-11,70888;-14514,00816
-11,709;-14516,94965
-11,70912;-14519,73468
-11,7093;-14522,59272
-11,70942;-14525,22874
-11,70947;-14527,82899
-11,70965;-14530,45607
-11,70983;-14533,06824
-11,71031;-14530,48885
-11,71049;-14527,94522
-11,71067;-14525,25705
-11,71079;-14522,45265
-11,71097;-14519,78087
-11,71109;-14517,12549
-11,71121;-14514,45967
-11,71145;-14511,8475
-11,71175;-14509,22787
-11,71252;-14511,75213
-11,71264;-14514,27042
-11,71288;-14516,79766
-11,71336;-14519,40089
-11,71366;-14522,06224
-11,7139;-14524,64163
-11,71521;-14527,17781
-11,71599;-14529,78104
-11,71623;-14532,3962
-11,71641;-14534,989
-11,71677;-14537,50134
-11,71731;-14540,04943
-11,71826;-14537,46557
-11,71922;-14540,00175
-11,71952;-14542,66012
-11,7197;-14545,29166
-11,71988;-14548,07669
-11,72006;-14550,59052
-11,7203;-14553,12818
-11,72054;-14555,78208
-11,72113;-14553,12073
-11,72125;-14550,35806
-11,72137;-14547,73694
-11,72149;-14545,1501
-11,72167;-14542,52899
-11,72185;-14539,8736
-11,72227;-14537,3404
-11,72364;-14539,89595
-11,72394;-14542,46789
-11,72412;-14545,17394
-11,7243;-14547,69224
-11,72472;-14550,24481
-11,72532;-14552,83314
-11,72663;-14555,35442
-11,72687;-14557,91295
-11,72723;-14560,46402
-11,72747;-14563,21031
-11,72777;-14565,75394
-11,72932;-14568,29607
-11,72992;-14570,85758
-11,73022;-14573,38035
-11,73058;-14576,06852
-11,731;-14578,75371
-11,73184;-14576,20114
-11,73202;-14573,56066
-11,73231;-14570,98275
-11,73267;-14568,46893
-11,73417;-14570,99468
-11,73459;-14573,53681
-11,73495;-14576,14005
-11,7353;-14578,65089
-11,73614;-14576,12962
-11,73698;-14578,73583
-11,73728;-14581,26754
-11,73752;-14583,96316
-11,7377;-14586,54553
-11,73787;-14589,10257
-11,73805;-14591,67898
-11,73883;-14594,22261
-11,74015;-14596,84074
-11,74033;-14599,37245
-11,7405;-14602,04571
-11,74074;-14604,55358
-11,74194;-14602,00697
-11,74212;-14599,43503
-11,74224;-14596,77517
-11,74248;-14594,15406
-11,74284;-14591,54189
-11,74314;-14589,037
-11,74397;-14591,65961
-11,74451;-14594,2241
-11,74505;-14596,72898
-11,74535;-14599,2592
-11,74583;-14601,76557
-11,74726;-14604,37179
-11,74762;-14606,97651
-11,74798;-14609,63935
-11,74822;-14612,31112
-11,74852;-14614,85475
-11,74882;-14617,46693
-11,749;-14619,98969
-11,75025;-14622,5512
-11,75085;-14625,05609
-11,75151;-14627,73383
-11,75169;-14630,34898
-11,75276;-14627,75767
-11,753;-14625,18573
-11,7536;-14622,65849
-11,75414;-14620,06122
-11,75444;-14617,55633
-11,75521;-14620,10592
-11,75545;-14622,6421
-11,75599;-14625,24831
-11,75641;-14627,80386
-11,75749;-14630,37133
-11,75802;-14632,94327
-11,75832;-14635,5316
-11,7585;-14638,05437
-11,75874;-14640,76787
-11,75892;-14643,33683
-11,7591;-14645,94752
-11,76077;-14645,8447
-11,76155;-14648,58949
-11,76173;-14651,21508
-11,76191;-14653,88536
-11,76209;-14656,60036
-11,76227;-14659,11716
-11,76293;-14656,48115
-11,76311;-14653,9107
-11,76322;-14651,3924
-11,76346;-14648,85771
-11,76382;-14646,28428
-11,76466;-14643,7645
-11,76562;-14646,42286
-11,76604;-14648,97394
-11,76651;-14651,53545
-11,76753;-14654,06865
-11,76837;-14656,56906
-11,76861;-14659,22594
-11,76879;-14661,76212
-11,76897;-14664,419
-11,76908;-14667,1012
-11,76926;-14669,70295
-11,7695;-14672,23912
-11,77034;-14669,6955
-11,7716;-14672,21975
-11,77178;-14674,99435
-11,77195;-14677,54245
-11,77231;-14680,12333
-11,77333;-14677,53649
-11,77369;-14674,99733
-11,77464;-14672,48499
-11,7762;-14675,01074
-11,7765;-14677,65421
-11,7768;-14680,27532
-11,77835;-14680,71938
-11,77871;-14683,23469
-11,77883;-14685,76789
-11,77901;-14688,56037
-11,77913;-14691,20383
-11,77925;-14693,79812
-11,77943;-14696,31046
-11,77961;-14698,85111
-11,78086;-14696,32387
-11,78122;-14693,75193
-11,78194;-14696,28513
-11,78218;-14698,94797
-11,78242;-14701,57206
-11,7826;-14704,22894
-11,78272;-14706,77853
-11,7829;-14709,31023
-11,78308;-14711,82406
-11,78331;-14714,33491
-11,78379;-14711,74806
-11,78397;-14709,13589
-11,78421;-14706,49838
-11,78445;-14703,99797
-11,78463;-14701,48563
-11,78481;-14698,81982
-11,78499;-14696,20019
-11,78523;-14693,67594
-11,78595;-14696,18976
-11,78624;-14698,8526
-11,78648;-14701,38431
-11,78678;-14703,98307
-11,78702;-14706,52819
-11,7881;-14703,98307
-11,78893;-14706,55054
-11,78911;-14709,06138
-11,78929;-14711,82406
-11,78947;-14714,35428
-11,78959;-14717,29875
-11,78971;-14720,05099
-11,78983;-14722,66912
-11,79001;-14725,42584
-11,79019;-14727,95457
-11,79115;-14725,26938
-11,79139;-14722,71681
-11,79276;-14725,36623
-11,79294;-14727,99629
-11,79312;-14730,95268
-11,79324;-14733,78837
-11,79336;-14736,56595
-11,79444;-14733,99401
-11,79456;-14731,38034
-11,79468;-14728,75476
-11,79479;-14726,09043
-11,79491;-14723,56021
-11,79527;-14721,03745
-11,79677;-14721,10599
-11,79707;-14723,7137
-11,79725;-14726,30352
-11,79743;-14728,944
-11,79778;-14731,47273
-11,79844;-14733,99848
-11,79934;-14736,60767
-11,79958;-14739,17663
-11,79976;-14741,80818
-11,8;-14744,31604
-11,80024;-14747,01464
-11,80041;-14749,61936
-11,80059;-14752,30753
-11,80077;-14754,84073
-11,80131;-14752,31349
-11,80167;-14749,7803
-11,80299;-14752,48486
-11,80316;-14755,03296
-11,80328;-14757,75242
-11,80346;-14760,37055
-11,80358;-14763,23456
-11,8037;-14765,83034
-11,80388;-14768,34118
-11,80472;-14765,75434
-11,80484;-14762,99763
-11,80508;-14760,27966
-11,8052;-14757,73603
-11,80538;-14755,21624
-11,80562;-14752,69049
-11,8058;-14750,18263
-11,80604;-14747,563
-11,80627;-14745,03875
-11,80681;-14747,6837
-11,80705;-14750,31376
-11,80741;-14752,94232
-11,80765;-14755,49936
-11,80837;-14758,06832
-11,80992;-14759,28426
-11,81016;-14761,81149
-11,81034;-14764,3894
-11,81052;-14766,90471
-11,81064;-14769,43195
-11,81076;-14772,28105
-11,81094;-14774,93048
-11,81118;-14777,4592
-11,81279;-14774,92899
-11,81321;-14777,48007
-11,81333;-14780,05797
-11,81351;-14782,70292
-11,81363;-14785,41791
-11,81375;-14787,97495
-11,81393;-14790,66163
-11,81411;-14793,18738
-11,81429;-14795,73697
-11,81494;-14793,20377
-11,81512;-14790,59756
-11,81524;-14787,82892
-11,81536;-14785,07668
-11,81554;-14782,50921
-11,81572;-14779,95813
-11,8159;-14777,30721
-11,81614;-14774,80084
-11,81769;-14776,6158
-11,81811;-14779,12068
-11,81853;-14781,65537
-11,81991;-14784,21837
-11,82032;-14786,85141
-11,82056;-14789,57534
-11,82068;-14792,18006
-11,82086;-14794,69538
-11,82098;-14797,47891
-11,82116;-14800,02552
-11,82164;-14802,53786
-11,82331;-14803,98774
-11,82355;-14806,67144
-11,82379;-14809,42518
-11,82391;-14812,03586
-11,82409;-14814,71062
-11,82427;-14817,4271
-11,82445;-14820,0497
-11,82541;-14817,45243
-11,82571;-14814,94308
-11,82594;-14812,38753
-11,82618;-14809,70085
-11,82654;-14807,19149
-11,82696;-14804,63892
-11,82732;-14802,10871
-11,8281;-14804,62104
-11,82846;-14807,31368
-11,8287;-14809,92287
-11,82995;-14812,43372
-11,83055;-14814,99076
-11,83079;-14817,6074
-11,83097;-14820,12272
-11,83121;-14822,79748
-11,83133;-14825,41263
-11,8315;-14828,03226
-11,8318;-14830,55353
-11,83276;-14828,05312
-11,83312;-14825,54525
-11,83396;-14828,06951
-11,8342;-14830,71297
-11,83431;-14833,52929
-11,83449;-14836,25025
-11,83467;-14838,91904
-11,83479;-14841,82328
-11,83491;-14844,48165
-11,83503;-14847,03422
-11,83515;-14849,74027
-11,83539;-14852,30327
-11,83599;-14849,75517
-11,83611;-14847,18025
-11,83617;-14844,47867
-11,83629;-14841,82179
-11,83641;-14839,0159
-11,83647;-14836,45439
-11,83659;-14833,8601
-11,83677;-14831,23153
-11,83707;-14828,66704
-11,83838;-14831,34776
-11,83862;-14833,92119
-11,83892;-14836,51847
-11,83922;-14839,10084
-11,84053;-14836,59148
-11,84095;-14839,25432
-11,84137;-14841,80838
-11,84167;-14844,35648
-11,84191;-14846,86285
-11,84215;-14849,51973
-11,84239;-14852,18257
-11,84269;-14854,69788
-11,8443;-14857,19979
-11,84448;-14859,87306
-11,84466;-14862,52546
-11,84478;-14865,14211
-11,8449;-14867,7364
-11,84502;-14870,47374
-11,8452;-14873,22897
-11,84645;-14870,6764
-11,84663;-14868,05677
-11,84675;-14865,39096
-11,84693;-14862,83243
-11,84705;-14860,2888
-11,84729;-14857,74368
-11,8486;-14860,3037
-11,84938;-14862,8667
-11,84974;-14865,49824
-11,8513;-14864,96329
-11,85177;-14867,54119
-11,85195;-14870,28748
-11,85207;-14872,86389
-11,85231;-14875,37622
-11,85249;-14877,94071
-11,85267;-14880,64826
-11,85285;-14883,15165
-11,85452;-14881,58405
-11,8547;-14884,18281
-11,85488;-14886,68323
-11,85518;-14889,20748
-11,85536;-14891,93439
-11,85554;-14894,58233
-11,85572;-14897,41802
-11,85584;-14899,97804
-11,85596;-14902,49485
-11,85686;-14899,8782
-11,85698;-14897,2854
-11,85709;-14894,43183
-11,85715;-14891,74515
-11,85727;-14889,06294
-11,85733;-14886,42842
-11,85751;-14883,76856
-11,85775;-14881,18321
-11,85853;-14883,76409
-11,85883;-14886,34199
-11,85919;-14888,85731
-11,85955;-14891,47097
-11,85991;-14894,18596
-11,86074;-14891,57677
-11,86194;-14894,09208
-11,86236;-14896,70277
-11,86254;-14899,25832
-11,86277;-14901,92711
-11,86296;-14904,53333
-11,86325;-14907,07546
-11,86355;-14909,63399
-11,86421;-14907,07546
-11,86571;-14909,65635
-11,86594;-14912,20891
-11,86612;-14914,88367
-11,86624;-14917,69105
-11,86642;-14920,34495
-11,8666;-14923,05547
-11,86678;-14925,62741
-11,86726;-14922,9452
-11,86744;-14920,29876
-11,86762;-14917,74172
-11,8678;-14915,02374
-11,86798;-14912,49949
-11,86959;-14915,05802
-11,86995;-14917,60015
-11,87043;-14920,17061
-11,87198;-14920,82626
-11,87246;-14923,35945
-11,8727;-14925,87924
-11,87294;-14928,54059
-11,87312;-14931,18107
-11,8733;-14933,8156
-11,87348;-14936,35625
-11,87366;-14938,87752
-11,87384;-14941,46436
-11,87431;-14938,95352
-11,87455;-14936,36519
-11,87485;-14933,8007
-11,87599;-14936,30558
-11,87623;-14939,02802
-11,87641;-14941,8965
-11,87653;-14944,5802
-11,87665;-14947,36671
-11,87683;-14950,18452
-11,877;-14952,78329
-11,87784;-14950,26946
-11,87796;-14947,63196
-11,87814;-14944,89014
-11,87832;-14942,27052
-11,87874;-14939,75818
-11,87928;-14937,24883
-11,87999;-14939,78798
-11,88047;-14942,36141
-11,88083;-14944,88418
-11,88239;-14944,31645
-11,88292;-14946,85411
-11,88316;-14949,56613
-11,88334;-14952,29155
-11,88352;-14955,02293
-11,88376;-14957,71259
-11,88388;-14960,2145
-11,884;-14962,92949
-11,88436;-14965,47461
-11,88514;-14962,87882
-11,88615;-14965,48653
-11,88639;-14968,19556
-11,88657;-14970,82412
-11,88675;-14973,43481
-11,88705;-14976,01718
-11,88807;-14973,49441
-11,88825;-14970,76899
-11,88854;-14968,1434
-11,88878;-14965,61915
-11,88932;-14963,06062
-11,89076;-14965,59978
-11,89141;-14968,11062
-11,89249;-14970,63637
-11,89285;-14973,27387
-11,89309;-14975,79068
-11,89333;-14978,39987
-11,89357;-14980,93456
-11,89375;-14983,5825
-11,89399;-14986,31835
-11,89416;-14988,89029
-11,89446;-14991,43839
-11,89512;-14988,89774
-11,89542;-14986,34666
-11,8965;-14988,89178
-11,89674;-14991,64402
-11,89691;-14994,39627
-11,89709;-14996,98162
-11,89733;-14999,54462
-11,89745;-15002,10464
-11,89877;-14999,58783
-11,89907;-14997,05166
-11,89966;-14994,45587
-11,90014;-14991,93311
-11,9017;-14994,49909
-11,902;-14997,05166
-11,90295;-14999,58187
-11,90331;-15002,1553
-11,90379;-15004,74215
-11,90415;-15007,41392
-11,90445;-15009,99033
-11,90463;-15012,54141
-11,90493;-15015,31154
-11,90517;-15017,89838
-11,90606;-15015,17892
-11,90636;-15012,59953
-11,90714;-15015,19084
-11,90738;-15017,88199
-11,90756;-15020,43605
-11,90774;-15023,19127
-11,90792;-15025,77513
-11,9081;-15028,47821
-11,90833;-15030,99501
-11,90923;-15028,36198
-11,90941;-15025,74384
-11,90959;-15023,18233
-11,90983;-15020,61337
-11,91013;-15018,08167
-11,9118;-15020,38836
-11,91246;-15022,96478
-11,91372;-15025,60973
-11,91402;-15028,13399
-11,91425;-15030,67464
-11,91443;-15033,18846
-11,91473;-15035,75295
-11,91497;-15038,26827
-11,91521;-15040,98922
-11,91545;-15043,57308
-11,91605;-15041,04286
-11,91736;-15043,69229
-11,9176;-15046,26721
-11,91778;-15048,80041
-11,91796;-15051,55414
-11,91814;-15054,10075
-11,91838;-15056,64438
-11,91856;-15059,22079
-11,9188;-15061,74207
-11,91916;-15059,18354
-11,91934;-15056,48196
-11,91946;-15053,70736
-11,91958;-15050,98939
-11,91969;-15048,47407
-11,91987;-15045,79484
-11,92011;-15043,14095
-11,92053;-15040,63755
-11,92131;-15043,21545
-11,92149;-15045,77845
-11,92185;-15048,3951
-11,92215;-15050,98641
-11,9225;-15053,49427
-11,9228;-15056,06025
-11,9231;-15058,69031
-11,92478;-15060,17596
-11,92502;-15062,71958
-11,92549;-15065,2349
-11,92627;-15067,78896
-11,92699;-15065,2796
-11,92777;-15067,89178
-11,92795;-15070,62316
-11,92812;-15073,42309
-11,92824;-15076,26176
-11,92836;-15079,13172
-11,92848;-15081,8795
-11,92866;-15084,6228
-11,92884;-15087,16792
-11,92956;-15084,47528
-11,92968;-15081,72601
-11,92992;-15079,10639
-11,9301;-15076,44653
-11,93028;-15073,84777
-11,93046;-15071,25646
-11,93082;-15068,74263
-11,93153;-15071,39802
-11,93189;-15073,93122
-11,93237;-15076,47783
-11,93285;-15079,01996
-11,93303;-15081,61277
-11,93464;-15080,62482
-11,935;-15083,16398
-11,9353;-15085,81489
-11,93548;-15088,41217
-11,93572;-15090,98262
-11,93596;-15093,51432
-11,93626;-15096,05795
-11,93733;-15093,38915
-11,93745;-15090,7591
-11,93817;-15093,37723
-11,93841;-15096,08477
-11,93859;-15098,71781
-11,93877;-15101,30465
-11,93895;-15103,87212
-11,93919;-15106,56476
-11,93937;-15109,25889
-11,93954;-15111,78613
-11,93978;-15114,46983
-11,9402;-15111,84573
-11,94032;-15109,30657
-11,94044;-15106,74059
-11,94068;-15104,16418
-11,94098;-15101,58479
-11,94128;-15099,06203
-11,94283;-15101,6742
-11,94295;-15104,36237
-11,94313;-15106,95368
-11,94337;-15109,55691
-11,94439;-15112,08713
-11,94582;-15114,66205
-11,94624;-15117,39641
-11,94636;-15120,08756
-11,94654;-15122,62821
-11,94684;-15125,23144
-11,94851;-15126,34009
-11,94905;-15128,89713
-11,94941;-15131,48844
-11,94971;-15134,1185
-11,94995;-15136,65169
-11,95097;-15134,02015
-11,95108;-15131,28877
-11,95132;-15128,77643
-11,95204;-15126,23429
-11,95324;-15128,91501
-11,95342;-15131,44821
-11,95383;-15134,00823
-11,95419;-15136,59656
-11,95449;-15139,17893
-11,95491;-15136,55931
-11,95599;-15139,06568
-11,95646;-15141,61527
-11,95665;-15144,26619
-11,95676;-15146,86793
-11,95688;-15149,41007
-11,95706;-15152,13847
-11,9573;-15154,64783
-11,95904;-15154,20824
-11,95934;-15156,71909
-11,95945;-15159,22248
-11,95963;-15161,73184
-11,95999;-15164,32166
-11,96101;-15161,74078
-11,96125;-15159,11818
-11,96137;-15156,57306
-11,96155;-15153,96982
-11,96173;-15151,4411
-11,96202;-15148,93323
-11,96334;-15151,53199
-11,96364;-15154,17248
-11,96394;-15156,82042
-11,96418;-15159,36255
-11,96436;-15162,13119
-11,96454;-15164,71505
-11,96567;-15167,28401
-11,96603;-15169,8336
-11,96663;-15172,38468
-11,96693;-15175,01473
-11,96717;-15177,61648
-11,96759;-15180,13477
-11,96932;-15181,91546
-11,96956;-15184,43078
-11,9704;-15187,00421
-11,97063;-15189,53741
-11,97082;-15192,10041
-11,97177;-15189,50313
-11,97219;-15186,98633
-11,97255;-15184,44121
-11,97321;-15181,91099
-11,97374;-15179,34799
-11,97446;-15181,9095
-11,9747;-15184,49634
-11,97542;-15187,13087
-11,97578;-15189,73857
-11,97691;-15192,35671
-11,97715;-15194,87947
-11,97739;-15197,42906
-11,97757;-15200,00249
-11,97781;-15202,62361
-11,97799;-15205,38032
-11,97817;-15208,15939
-11,97835;-15210,71494
-11,98002;-15209,68974
-11,98062;-15212,23634
-11,9808;-15214,8962
-11,98104;-15217,53073
-11,98122;-15220,204
-11,98158;-15222,7506
-11,98194;-15220,22635
-11,98211;-15217,641
-11,98223;-15214,93345
-11,98235;-15212,32277
-11,98253;-15209,59139
-11,98277;-15207,04478
-11,98355;-15204,46092
-11,98504;-15207,0567
-11,98528;-15209,59884
-11,98594;-15212,17078
-11,98636;-15214,70398
-11,98684;-15217,27592
-11,98732;-15219,83296
-11,98768;-15222,62543
-11,98785;-15225,25549
-11,98803;-15227,76186
-11,98815;-15230,39639
-11,98833;-15233,10542
-11,98845;-15235,70716
-11,98875;-15238,23589
-11,98929;-15235,65799
-11,99067;-15238,1748
-11,99096;-15240,76462
-11,9912;-15243,29185
-11,99138;-15245,86231
-11,9924;-15243,31123
-11,99294;-15240,70054
-11,99377;-15238,12562
-11,99407;-15235,5656
-11,99545;-15238,08241
-11,99581;-15240,6767
-11,99742;-15243,16669
-11,99784;-15245,71776
-11,99802;-15248,3806
-11,9982;-15251,22672
-11,99832;-15254,00281
-11,9985;-15256,70588
-11,99868;-15259,44471
-11,99892;-15262,09563
-12,00029;-15259,58478
-12,00119;-15262,17759
-12,00137;-15264,88513
-12,00167;-15267,47346
-12,00185;-15270,01858
-12,00196;-15272,60393
-12,00214;-15275,33084
-12,00232;-15277,92662
-12,00316;-15275,33382
-12,00334;-15272,74847
-12,00364;-15270,16163
-12,00382;-15267,48389
-12,00394;-15264,78678
-12,00412;-15262,24017
-12,00424;-15259,68462
-12,00519;-15262,24613
-12,00561;-15264,76145
-12,00597;-15267,43174
-12,00615;-15270,0305
-12,00687;-15267,49283
-12,00818;-15270,03944
-12,00836;-15272,67843
-12,00848;-15275,51413
-12,00866;-15278,06967
-12,00878;-15280,7951
-12,0089;-15283,41025
-12,00908;-15286,17144
-12,00932;-15288,7851
-12,00956;-15291,28551
-12,01028;-15288,53476
-12,01045;-15285,85255
-12,01177;-15288,52284
-12,01195;-15291,35257
-12,01213;-15293,92004
-12,01225;-15296,7602
-12,01243;-15299,49009
-12,01255;-15302,40923
-12,01267;-15305,08846
-12,01285;-15307,71554
-12,01362;-15304,9767
-12,0138;-15302,33026
-12,01392;-15299,67189
-12,0141;-15297,05077
-12,01428;-15294,44754
-12,01464;-15291,93819
-12,01506;-15289,40797
-12,01632;-15292,06634
-12,01667;-15294,59208
-12,01691;-15297,16849
-12,01781;-15299,75981
-12,01847;-15302,34516
-12,01877;-15305,00352
-12,01894;-15307,59037
-12,01912;-15310,1638
-12,01936;-15312,81024
-12,01954;-15315,47159
-12,01972;-15318,05098
-12,02062;-15315,35536
-12,02092;-15312,8475
-12,02205;-15315,66828
-12,02217;-15318,22085
-12,02235;-15320,96565
-12,02247;-15323,73875
-12,02259;-15326,57593
-12,02271;-15329,35053
-12,02289;-15331,97016
-12,02307;-15334,63001
-12,02415;-15332,02529
-12,02421;-15329,36096
-12,02433;-15326,67428
-12,02457;-15324,09042
-12,02474;-15321,53487
-12,02492;-15318,84521
-12,0251;-15316,315
-12,02636;-15318,90035
-12,02672;-15321,46037
-12,02708;-15323,99058
-12,02755;-15326,49994
-12,02911;-15326,31516
-12,02929;-15329,06592
-12,02947;-15331,7973
-12,02959;-15334,46163
-12,02971;-15337,24219
-12,02989;-15339,80072
-12,03013;-15342,46951
-12,03096;-15345,02506
-12,0315;-15342,51422
-12,03228;-15345,04145
-12,03258;-15347,76539
-12,03276;-15350,57724
-12,03294;-15353,45763
-12,033;-15356,11153
-12,03318;-15358,90251
-12,03335;-15361,51618
-12,03353;-15364,11941
-12,03407;-15361,46998
-12,03419;-15358,92934
-12,03437;-15356,41998
-12,03455;-15353,88827
-12,03473;-15351,36849
-12,03491;-15348,69969
-12,03521;-15346,11136
-12,03545;-15343,59604
-12,03622;-15346,09795
-12,03706;-15348,6371
-12,0373;-15351,17179
-12,03754;-15353,79142
-12,03898;-15356,29183
-12,03939;-15358,94573
-12,03957;-15361,52065
-12,03975;-15364,03894
-12,03999;-15366,5483
-12,04017;-15369,11279
-12,04071;-15371,65791
-12,04238;-15373,53098
-12,04274;-15376,21468
-12,04292;-15378,79705
-12,0431;-15381,36452
-12,04328;-15383,94243
-12,0434;-15386,53672
-12,04358;-15389,18018
-12,0446;-15386,62314
-12,04489;-15383,97223
-12,04507;-15381,36452
-12,04525;-15378,84325
-12,04549;-15376,30856
-12,04585;-15373,71874
-12,04609;-15371,1468
-12,04657;-15368,62701
-12,04717;-15371,16021
-12,04752;-15373,7396
-12,0477;-15376,53655
-12,04788;-15379,05931
-12,04878;-15381,58804
-12,04926;-15384,15402
-12,0498;-15386,73341
-12,05016;-15389,40668
-12,05034;-15392,09187
-12,05057;-15394,80239
-12,05075;-15397,32218
-12,05093;-15399,89263
-12,05201;-15397,32218
-12,05315;-15399,88965
-12,05338;-15402,49139
-12,0535;-15405,05141
-12,05368;-15407,64868
-12,0538;-15410,21317
-12,05392;-15412,77468
-12,05404;-15415,59249
-12,05416;-15418,41477
-12,05434;-15421,18341
-12,05512;-15418,57421
-12,05524;-15416,04996
-12,0553;-15413,54954
-12,05542;-15410,9329
-12,05548;-15408,29539
-12,05554;-15405,72494
-12,05566;-15403,02932
-12,05578;-15400,29645
-12,05595;-15397,75431
-12,05613;-15395,24943
-12,05745;-15397,86309
-12,05769;-15400,56616
-12,05793;-15403,15747
-12,05817;-15405,66385
-12,05853;-15408,20599
-12,06008;-15409,82723
-12,06038;-15412,46921
-12,06062;-15414,99794
-12,06086;-15417,63991
-12,06104;-15420,30424
-12,06128;-15422,85085
-12,06146;-15425,44812
-12,06169;-15427,96344
-12,06337;-15428,99162
-12,06361;-15431,78707
-12,06379;-15434,41564
-12,06391;-15436,9235
-12,06403;-15439,47011
-12,06415;-15442,16126
-12,06427;-15444,74959
-12,06546;-15442,15232
-12,06564;-15439,57591
-12,06582;-15437,00397
-12,06594;-15434,3918
-12,06606;-15431,64253
-12,06624;-15428,93052
-12,06666;-15426,36156
-12,06755;-15428,86198
-12,06809;-15431,38027
-12,06887;-15433,99245
-12,06911;-15436,57929
-12,07066;-15435,50491
-12,07096;-15438,15434
-12,0712;-15440,65475
-12,07144;-15443,23713
-12,07156;-15445,76287
-12,07168;-15448,51214
-12,07186;-15451,25544
-12,0721;-15453,81993
-12,07377;-15455,85096
-12,07401;-15458,44227
-12,07425;-15461,09617
-12,07443;-15463,67258
-12,07461;-15466,20578
-12,07479;-15468,76431
-12,07491;-15471,45993
-12,07515;-15474,10339
-12,07539;-15476,71854
-12,07593;-15474,0721
-12,07604;-15471,43757
-12,07616;-15468,93567
-12,07622;-15466,37565
-12,07634;-15463,72026
-12,07646;-15460,8205
-12,07652;-15458,28432
-12,0767;-15455,58423
-12,07688;-15453,03464
-12,07778;-15455,53803
-12,07814;-15458,08166
-12,07868;-15460,66254
-12,07892;-15463,2315
-12,07915;-15465,73937
-12,07969;-15463,11527
-12,08011;-15460,56867
-12,08101;-15463,19574
-12,08142;-15465,80642
-12,0816;-15468,33366
-12,08184;-15471,0561
-12,08208;-15473,74576
-12,0822;-15476,25512
-12,0825;-15478,84345
-12,0828;-15481,3841
-12,08358;-15478,85239
-12,08429;-15481,41986
-12,08489;-15484,09313
-12,08507;-15486,63527
-12,08519;-15489,18486
-12,08537;-15492,02502
-12,08549;-15494,84432
-12,08561;-15497,60848
-12,08585;-15500,19383
-12,08651;-15497,59954
-12,08669;-15495,00376
-12,08693;-15492,35135
-12,08711;-15489,6602
-12,08752;-15487,15234
-12,08914;-15489,61997
-12,08974;-15492,14125
-12,09135;-15493,04426
-12,09189;-15495,68921
-12,09207;-15498,25519
-12,09225;-15501,00297
-12,09237;-15503,83568
-12,09255;-15506,47467
-12,09273;-15508,97807
-12,0929;-15511,56938
-12,09309;-15514,2352
-12,09362;-15511,66177
-12,09386;-15509,10622
-12,0953;-15511,68412
-12,09548;-15514,57942
-12,0956;-15517,44044
-12,09571;-15519,98109
-12,09583;-15522,77356
-12,09601;-15525,30974
-12,09619;-15528,0903
-12,09649;-15530,6384
-12,09691;-15527,95768
-12,09709;-15525,17265
-12,09721;-15522,41743
-12,09745;-15519,71883
-12,09757;-15517,16775
-12,09781;-15514,6122
-12,09936;-15515,20526
-12,09972;-15517,78764
-12,10014;-15520,29699
-12,10169;-15520,41918
-12,10217;-15523,00304
-12,10241;-15525,68525
-12,10259;-15528,41812
-12,10277;-15531,05414
-12,10295;-15533,76317
-12,10313;-15536,41707
-12,10331;-15539,04861
-12,1048;-15536,53777
-12,10528;-15539,04563
-12,10546;-15541,69655
-12,1057;-15544,25061
-12,10594;-15546,83596
-12,1063;-15549,44366
-12,10666;-15551,96941
-12,10737;-15549,32743
-12,10767;-15546,73165
-12,10803;-15544,17163
-12,10845;-15541,6593
-12,10941;-15544,29829
-12,11018;-15546,84043
-12,11144;-15549,38406
-12,1118;-15551,92471
-12,11216;-15554,48622
