Local Peak Maximum (Comp. extension 1 % Change) : HoraalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;sec
Local Peak Maximum (Comp. extension 1 % Change) : CargaalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;N
Local Peak Maximum (Comp. extension 1 % Change) : Extensión por compresiónalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;mm
Local Peak Maximum (Comp. extension 1 % Change) : Esfuerzo de compresiónalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;MPa

Hora;Extensión;Carga
(sec);(mm);(N)
1542,82207;-12,86365;-17715,71934
1542,95807;-12,86473;-17718,27042
1543,02007;-12,86527;-17720,80362
1543,22007;-12,86682;-17721,98975
1543,28207;-12,86736;-17724,62875
1543,30807;-12,86760;-17727,13512
1543,33007;-12,86778;-17729,67279
1543,35607;-12,86802;-17732,24026
1543,37807;-12,86820;-17734,75409
1543,40607;-12,86843;-17737,31560
1543,43207;-12,86867;-17739,93522
1543,45607;-12,86891;-17742,52653
1543,54207;-12,86951;-17739,97098
1543,67807;-12,87071;-17742,52057
1543,69607;-12,87083;-17745,26685
1543,71607;-12,87107;-17747,84327
1543,73407;-12,87124;-17750,59551
1543,75007;-12,87136;-17753,47143
1543,76407;-12,87148;-17756,28626
1543,78007;-12,87166;-17758,88652
1543,80407;-12,87190;-17761,38693
1543,94207;-12,87304;-17758,81350
1543,97207;-12,87328;-17756,28328
1544,05007;-12,87388;-17753,77691
1544,09207;-12,87417;-17751,14387
1544,14807;-12,87459;-17748,57640
1544,29007;-12,87573;-17751,09768
1544,33007;-12,87609;-17753,71134
1544,38607;-12,87651;-17756,23411
1544,49607;-12,87740;-17758,75390
1544,52407;-12,87770;-17761,40332
1544,56207;-12,87800;-17763,96185
1544,60407;-12,87836;-17766,58893
1544,63807;-12,87866;-17769,24282
1544,66607;-12,87896;-17771,95483
1544,69407;-12,87920;-17774,66387
1544,71807;-12,87938;-17777,20600
1544,81407;-12,88015;-17774,60128
1544,84807;-12,88045;-17772,06212
1544,97007;-12,88147;-17774,64300
1544,99207;-12,88171;-17777,33862
1545,01007;-12,88189;-17780,08193
1545,02607;-12,88201;-17782,71645
1545,04207;-12,88219;-17785,31820
1545,05807;-12,88231;-17787,90653
1545,07407;-12,88248;-17790,63046
1545,09207;-12,88267;-17793,33949
1545,20407;-12,88356;-17790,66920
1545,23807;-12,88380;-17788,12259
1545,27407;-12,88410;-17785,60430
1545,30407;-12,88434;-17783,09643
1545,50407;-12,88595;-17783,40936
1545,53407;-12,88619;-17786,02898
1545,65007;-12,88715;-17788,64861
1545,70407;-12,88757;-17791,15349
1545,80007;-12,88834;-17793,70904
1545,84207;-12,88870;-17796,27800
1545,87207;-12,88900;-17799,03173
1545,89207;-12,88918;-17801,77206
1545,92207;-12,88948;-17804,32612
1546,12207;-12,89109;-17802,57225
1546,18407;-12,89163;-17805,09204
1546,20207;-12,89181;-17807,73997
1546,21807;-12,89199;-17810,30595
1546,23807;-12,89217;-17813,03138
1546,25607;-12,89235;-17815,58394
1546,27207;-12,89247;-17818,24529
1546,28607;-12,89265;-17820,76359
1546,30407;-12,89283;-17823,39215
1546,33407;-12,89307;-17825,93429
1546,37207;-12,89337;-17823,35937
1546,39407;-12,89349;-17820,78445
1546,41207;-12,89361;-17818,07989
1546,43407;-12,89379;-17815,44238
1546,45007;-12,89390;-17812,88981
1546,47207;-12,89408;-17810,36854
1546,50407;-12,89432;-17807,65504
1546,54007;-12,89456;-17805,10247
1546,65007;-12,89540;-17807,78170
1546,67607;-12,89564;-17810,34470
1546,71607;-12,89594;-17812,92409
1546,75607;-12,89630;-17815,44387
1546,79807;-12,89665;-17818,15290
1546,82407;-12,89689;-17820,79786
1546,85807;-12,89713;-17823,45921
1546,89407;-12,89749;-17826,06393
1547,07607;-12,89893;-17828,74614
1547,10607;-12,89923;-17831,44325
1547,13207;-12,89947;-17834,13291
1547,16007;-12,89970;-17836,65717
1547,19207;-12,90000;-17839,29467
1547,34807;-12,90126;-17836,69144
1547,44007;-12,90204;-17839,32596
1547,46207;-12,90228;-17841,97837
1547,47607;-12,90245;-17844,63078
1547,48807;-12,90257;-17847,39941
1547,50007;-12,90269;-17850,27385
1547,51007;-12,90275;-17852,97394
1547,52407;-12,90293;-17855,53992
1547,54607;-12,90311;-17858,15507
1547,62207;-12,90371;-17855,64125
1547,65007;-12,90395;-17852,98586
1547,67207;-12,90413;-17850,34537
1547,70407;-12,90437;-17847,81963
1547,72807;-12,90455;-17845,20894
1547,75207;-12,90467;-17842,60124
1547,78007;-12,90491;-17840,04867
1547,80607;-12,90509;-17837,46183
1547,87207;-12,90568;-17840,11722
1547,91007;-12,90598;-17842,62359
1547,96007;-12,90640;-17845,13593
1548,01207;-12,90682;-17847,76747
1548,04407;-12,90712;-17850,33792
1548,07807;-12,90736;-17852,91433
1548,27207;-12,90891;-17855,49521
1548,30407;-12,90921;-17858,09249
1548,32807;-12,90945;-17860,76874
1548,34807;-12,90963;-17863,35409
1548,37207;-12,90981;-17865,96030
1548,39807;-12,91005;-17868,61569
1548,42807;-12,91035;-17871,15932
1548,46407;-12,91065;-17873,70890
1548,57407;-12,91154;-17871,18912
1548,62207;-12,91190;-17868,60228
1548,69407;-12,91256;-17871,11014
1548,71207;-12,91274;-17873,73722
1548,73407;-12,91292;-17876,30767
1548,77007;-12,91328;-17879,00329
1548,78807;-12,91346;-17881,55437
1548,80807;-12,91364;-17884,11438
1548,82807;-12,91381;-17886,70868
1548,92007;-12,91453;-17883,96090
1548,93407;-12,91465;-17881,16843
1548,95207;-12,91477;-17878,46088
1548,97207;-12,91495;-17875,96047
1548,99807;-12,91513;-17873,39896
1549,05007;-12,91555;-17870,80020
1549,25007;-12,91710;-17872,69562
1549,28007;-12,91734;-17875,37932
1549,30607;-12,91758;-17877,87974
1549,32807;-12,91776;-17880,57536
1549,35007;-12,91794;-17883,24565
1549,42807;-12,91854;-17885,76692
1549,47607;-12,91896;-17888,36420
1549,54807;-12,91955;-17890,91229
1549,61807;-12,92015;-17893,50957
1549,63807;-12,92033;-17896,01892
1549,65607;-12,92051;-17898,57745
1549,68007;-12,92069;-17901,10916
1549,70407;-12,92093;-17903,83160
1549,90407;-12,92254;-17903,42182
1549,93807;-12,92284;-17905,95204
1549,98207;-12,92326;-17908,48821
1550,03407;-12,92374;-17911,05568
1550,05807;-12,92398;-17913,67829
1550,08207;-12,92422;-17916,26066
1550,11207;-12,92446;-17918,80429
1550,19207;-12,92511;-17916,28003
1550,22607;-12,92535;-17913,75875
1550,25607;-12,92559;-17911,14062
1550,29007;-12,92583;-17908,63872
1550,34207;-12,92625;-17906,06081
1550,42607;-12,92691;-17903,54848
1550,48807;-12,92739;-17906,09658
1550,54607;-12,92792;-17908,65958
1550,57207;-12,92816;-17911,17191
1550,59207;-12,92828;-17913,77962
1550,63007;-12,92864;-17916,31877
1550,83007;-12,93020;-17917,26500
1550,85807;-12,93044;-17919,90101
1550,87607;-12,93062;-17922,49680
1550,89407;-12,93080;-17925,08513
1550,91407;-12,93097;-17927,77032
1550,92807;-12,93115;-17930,36163
1550,94407;-12,93127;-17932,87545
1550,96207;-12,93145;-17935,58747
1551,16207;-12,93313;-17936,42640
1551,18607;-12,93337;-17939,01473
1551,20807;-12,93360;-17941,73121
1551,22607;-12,93378;-17944,25696
1551,24607;-12,93396;-17946,87659
1551,27007;-12,93420;-17949,43511
1551,31807;-12,93456;-17951,93702
1551,37007;-12,93504;-17949,38147
1551,39407;-12,93522;-17946,79761
1551,41407;-12,93534;-17944,19289
1551,44407;-12,93558;-17941,54793
1551,46807;-12,93576;-17938,92831
1551,49207;-12,93594;-17936,31762
1551,52007;-12,93612;-17933,79188
1551,56607;-12,93647;-17931,23782
1551,70007;-12,93755;-17933,79039
1551,74807;-12,93797;-17936,45173
1551,77607;-12,93821;-17939,06242
1551,81207;-12,93851;-17941,58518
1551,86607;-12,93893;-17944,10497
1551,95007;-12,93958;-17946,64115
1552,08807;-12,94072;-17949,16987
1552,11607;-12,94096;-17951,79248
1552,14807;-12,94120;-17954,29438
1552,19407;-12,94162;-17956,81864
1552,21407;-12,94180;-17959,36227
1552,23607;-12,94198;-17961,90143
1552,26007;-12,94221;-17964,46890
1552,37607;-12,94317;-17967,02892
1552,41207;-12,94353;-17969,61576
1552,46007;-12,94395;-17972,12511
1552,49207;-12,94425;-17974,74027
1552,54007;-12,94467;-17977,25707
1552,57207;-12,94497;-17979,86180
1552,59807;-12,94520;-17982,43225
1552,69007;-12,94592;-17979,91842
1552,71807;-12,94616;-17977,22578
1552,74407;-12,94634;-17974,60914
1552,78007;-12,94664;-17972,02677
1552,85807;-12,94724;-17969,48165
1552,90807;-12,94760;-17966,88586
1553,02407;-12,94855;-17969,59043
1553,06607;-12,94891;-17972,13852
1553,09807;-12,94915;-17974,74474
1553,15007;-12,94957;-17977,28539
1553,24207;-12,95035;-17979,88266
1553,31407;-12,95088;-17982,39797
1553,39007;-12,95154;-17984,94011
1553,41407;-12,95178;-17987,60742
1553,42807;-12,95196;-17990,15105
1553,44207;-12,95208;-17992,82581
1553,45807;-12,95220;-17995,42159
1553,47807;-12,95238;-17998,08890
1553,50007;-12,95262;-18000,68915
1553,70007;-12,95429;-18001,20026
1553,75007;-12,95477;-18003,71110
1553,77207;-12,95495;-18006,36947
1553,79007;-12,95513;-18009,17983
1553,80407;-12,95531;-18011,82330
1553,82007;-12,95543;-18014,62173
1553,84007;-12,95561;-18017,16685
1553,91007;-12,95615;-18014,61428
1553,92807;-12,95627;-18011,92909
1553,94607;-12,95644;-18009,22453
1553,96607;-12,95656;-18006,57660
1553,99207;-12,95680;-18004,02254
1554,02407;-12,95704;-18001,50573
1554,13007;-12,95782;-17998,95316
1554,27607;-12,95901;-18001,56236
1554,30407;-12,95925;-18004,31311
1554,32407;-12,95943;-18006,99830
1554,35207;-12,95967;-18009,54640
1554,48807;-12,96075;-18012,08109
1554,59007;-12,96159;-18014,71263
1554,61607;-12,96183;-18017,41868
1554,63807;-12,96200;-18020,06513
1554,65407;-12,96218;-18022,78310
1554,66807;-12,96230;-18025,39974
1554,68407;-12,96248;-18028,10729
1554,70407;-12,96266;-18030,74777
1554,72807;-12,96284;-18033,33014
1554,83007;-12,96368;-18030,79396
1554,96007;-12,96481;-18033,47468
1554,97607;-12,96493;-18036,12411
1554,99407;-12,96511;-18038,71244
1555,02007;-12,96535;-18041,34697
1555,06607;-12,96577;-18043,90252
1555,15807;-12,96649;-18041,37379
1555,27607;-12,96745;-18038,82867
1555,33407;-12,96786;-18036,21799
1555,53207;-12,96942;-18038,87039
1555,56207;-12,96972;-18041,37081
1555,59807;-12,97002;-18043,87271
1555,79807;-12,97157;-18044,59244
1555,83807;-12,97193;-18047,10031
1555,85207;-12,97205;-18049,60817
1555,86807;-12,97223;-18052,43641
1555,88207;-12,97235;-18055,35108
1555,89407;-12,97247;-18057,95431
1555,90607;-12,97259;-18060,60523
1555,92007;-12,97271;-18063,20548
1555,93607;-12,97283;-18065,96071
1555,98007;-12,97325;-18068,50433
1556,08407;-12,97408;-18065,99498
1556,13807;-12,97450;-18063,46476
1556,25007;-12,97546;-18066,00392
1556,27007;-12,97570;-18068,85749
1556,28607;-12,97588;-18071,45625
1556,30207;-12,97600;-18074,19062
1556,31807;-12,97617;-18076,79534
1556,33407;-12,97635;-18079,34344
1556,35807;-12,97653;-18082,00032
1556,38607;-12,97677;-18084,52755
1556,45807;-12,97737;-18081,89452
1556,48207;-12,97755;-18079,37175
1556,50807;-12,97773;-18076,75213
1556,53007;-12,97791;-18074,09674
1556,55607;-12,97809;-18071,41006
1556,57607;-12,97827;-18068,83961
1556,60207;-12,97845;-18066,33025
1556,64607;-12,97875;-18063,77620
1556,70007;-12,97922;-18066,31684
1556,73007;-12,97946;-18068,94988
1556,76807;-12,97982;-18071,45625
1556,79607;-12,98000;-18074,11909
1556,85207;-12,98048;-18076,65080
1557,05207;-12,98203;-18075,89084
1557,08207;-12,98227;-18078,53431
1557,10207;-12,98251;-18081,07197
1557,11807;-12,98263;-18083,62156
1557,13407;-12,98281;-18086,14433
1557,14807;-12,98293;-18088,80121
1557,16207;-12,98311;-18091,34483
1557,17607;-12,98323;-18093,98383
1557,18807;-12,98335;-18096,72266
1557,20007;-12,98347;-18099,32888
1557,21607;-12,98359;-18101,85313
1557,23607;-12,98377;-18104,45040
1557,30407;-12,98431;-18101,94701
1557,33407;-12,98455;-18099,35272
1557,39007;-12,98502;-18096,83740
1557,50807;-12,98604;-18099,62690
1557,52007;-12,98616;-18102,29719
1557,53207;-12,98628;-18104,88105
1557,54607;-12,98646;-18107,42766
1557,56407;-12,98664;-18110,14414
1557,58207;-12,98676;-18112,82486
1557,70207;-12,98777;-18110,09794
1557,72007;-12,98789;-18107,28461
1557,74007;-12,98807;-18104,52789
1557,76607;-12,98825;-18102,01406
1557,79607;-12,98843;-18099,44510
1557,86607;-12,98897;-18096,92383
1558,06407;-12,99052;-18099,62392
1558,08407;-12,99070;-18102,17798
1558,10607;-12,99088;-18104,70670
1558,12607;-12,99106;-18107,25480
1558,22607;-12,99184;-18109,83419
1558,27607;-12,99226;-18112,39868
1558,33607;-12,99274;-18114,98106
1558,36807;-12,99304;-18117,62452
1558,38607;-12,99322;-18120,43786
1558,40207;-12,99333;-18123,21246
1558,41807;-12,99351;-18125,99748
1558,43407;-12,99363;-18128,86596
1558,45207;-12,99381;-18131,48111
1558,60607;-12,99507;-18128,96430
1558,74607;-12,99626;-18131,57797
1558,76407;-12,99644;-18134,17822
1558,78007;-12,99662;-18136,85596
1558,79407;-12,99674;-18139,41747
1558,80607;-12,99692;-18141,96259
1558,82007;-12,99704;-18144,73271
1558,83407;-12,99716;-18147,30763
1558,85407;-12,99734;-18149,95557
1558,87807;-12,99758;-18152,46940
1558,92607;-12,99794;-18149,74993
1558,95007;-12,99818;-18147,12286
1558,97207;-12,99830;-18144,44661
1558,99407;-12,99848;-18141,89851
1559,02807;-12,99878;-18139,39214
1559,05407;-12,99895;-18136,75314
1559,07407;-12,99907;-18133,91894
1559,09407;-12,99919;-18131,30826
1559,12207;-12,99943;-18128,76165
1559,26207;-13,00057;-18131,28889
1559,29407;-13,00087;-18133,98898
1559,32407;-13,00111;-18136,62350
1559,35407;-13,00135;-18139,19693
1559,55407;-13,00290;-18138,25816
1559,60807;-13,00338;-18140,99848
1559,62407;-13,00350;-18143,56744
1559,64007;-13,00362;-18146,28243
1559,65407;-13,00380;-18148,84841
1559,67007;-13,00392;-18151,68262
1559,68407;-13,00404;-18154,18303
1559,70207;-13,00422;-18156,74454
1559,74207;-13,00458;-18159,35224
1559,78407;-13,00493;-18161,93461
1559,98407;-13,00667;-18164,25472
1560,00007;-13,00679;-18166,77004
1560,01407;-13,00697;-18169,51632
1560,02807;-13,00709;-18172,02270
1560,04007;-13,00721;-18174,60805
1560,05407;-13,00739;-18177,24854
1560,06607;-13,00750;-18179,81750
1560,08007;-13,00763;-18182,34771
1560,16407;-13,00828;-18179,68041
1560,18807;-13,00846;-18177,04290
1560,20407;-13,00864;-18174,51119
1560,22407;-13,00876;-18171,91988
1560,24807;-13,00894;-18169,28834
1560,27207;-13,00912;-18166,70895
1560,29807;-13,00930;-18164,08634
1560,32007;-13,00948;-18161,47417
1560,52007;-13,01109;-18162,95385
1560,58007;-13,01157;-18165,53622
1560,64007;-13,01205;-18168,14989
1560,75007;-13,01289;-18170,65030
1560,84807;-13,01366;-18173,42192
1560,86207;-13,01378;-18175,92382
1560,87807;-13,01396;-18178,44361
1560,89407;-13,01408;-18180,94552
1560,91207;-13,01426;-18183,46530
1560,93607;-13,01444;-18186,02681
1560,96207;-13,01468;-18188,62855
1561,00407;-13,01504;-18191,22285
1561,18207;-13,01653;-18193,74114
1561,22807;-13,01695;-18196,25795
1561,24807;-13,01719;-18199,00721
1561,26407;-13,01731;-18201,85035
1561,27607;-13,01743;-18204,41782
1561,28807;-13,01755;-18207,05980
1561,30407;-13,01773;-18209,78075
1561,32007;-13,01785;-18212,55535
1561,44207;-13,01892;-18210,04152
1561,46607;-13,01910;-18207,42637
1561,48807;-13,01922;-18204,72330
1561,50807;-13,01940;-18202,12305
1561,53407;-13,01958;-18199,51534
1561,57007;-13,01988;-18197,01493
1561,63207;-13,02030;-18194,43256
1561,66807;-13,02060;-18191,92022
1561,78207;-13,02156;-18194,44895
1561,81007;-13,02173;-18196,99556
1561,84207;-13,02203;-18199,49895
1561,90407;-13,02251;-18202,02768
1562,01407;-13,02341;-18204,57727
1562,08607;-13,02401;-18207,15815
1562,11407;-13,02425;-18209,67346
1562,13807;-13,02449;-18212,20964
1562,15607;-13,02466;-18214,77562
1562,17407;-13,02484;-18217,27753
1562,19007;-13,02496;-18219,88225
1562,20407;-13,02514;-18222,53019
1562,22207;-13,02526;-18225,19600
1562,35407;-13,02628;-18222,59277
1562,48807;-13,02747;-18225,34502
1562,50407;-13,02765;-18227,86480
1562,52007;-13,02777;-18230,37714
1562,53607;-13,02795;-18233,20538
1562,54807;-13,02813;-18235,97699
1562,55807;-13,02819;-18238,65026
1562,56807;-13,02831;-18241,33396
1562,58007;-13,02843;-18244,23373
1562,59207;-13,02855;-18246,87719
1562,60607;-13,02873;-18249,68308
1562,63407;-13,02897;-18252,21032
1562,68607;-13,02933;-18249,51321
1562,69807;-13,02945;-18246,86229
1562,71007;-13,02951;-18244,06832
1562,72207;-13,02957;-18241,07617
1562,73407;-13,02969;-18238,09594
1562,74607;-13,02975;-18235,32134
1562,76207;-13,02987;-18232,52290
1562,77807;-13,02999;-18229,79599
1562,79807;-13,03011;-18227,08100
1562,82007;-13,03028;-18224,48522
1562,86007;-13,03058;-18221,97586
1562,95207;-13,03136;-18224,47628
1562,98207;-13,03160;-18226,99308
1563,02007;-13,03196;-18229,68274
1563,04607;-13,03220;-18232,31131
1563,06807;-13,03238;-18234,95328
1563,09007;-13,03256;-18237,52671
1563,12007;-13,03280;-18240,16720
1563,18007;-13,03327;-18237,63996
1563,22407;-13,03357;-18235,10677
1563,37407;-13,03477;-18237,65188
1563,40207;-13,03501;-18240,36688
1563,42007;-13,03519;-18242,90454
1563,44207;-13,03537;-18245,50331
1563,46207;-13,03555;-18248,09313
1563,50807;-13,03597;-18250,70530
1563,54607;-13,03626;-18253,21913
1563,70607;-13,03758;-18255,92220
1563,72607;-13,03782;-18258,60143
1563,74207;-13,03794;-18261,39987
1563,75607;-13,03812;-18264,08803
1563,76807;-13,03824;-18266,72554
1563,78007;-13,03836;-18269,29897
1563,79207;-13,03848;-18271,82472
1563,80407;-13,03854;-18274,40709
1563,81807;-13,03872;-18276,97605
1563,95407;-13,03979;-18274,41156
1563,97407;-13,03997;-18271,72190
1564,00607;-13,04021;-18269,20658
1564,03207;-13,04039;-18266,52884
1564,05207;-13,04051;-18263,91369
1564,07607;-13,04069;-18261,35665
1564,22607;-13,04194;-18263,87197
1564,31207;-13,04266;-18266,41411
1564,33807;-13,04284;-18268,98158
1564,37807;-13,04320;-18271,57885
1564,52007;-13,04428;-18269,04565
1564,62407;-13,04511;-18271,65633
1564,64807;-13,04535;-18274,42199
1564,66207;-13,04547;-18277,25172
1564,67807;-13,04559;-18280,00546
1564,69807;-13,04577;-18282,69064
1564,72007;-13,04601;-18285,34603
1564,73807;-13,04619;-18288,10275
1564,75607;-13,04631;-18290,60465
1564,79407;-13,04667;-18293,11550
1564,89007;-13,04738;-18290,58677
1564,96607;-13,04810;-18293,17212
1565,00407;-13,04846;-18295,80516
1565,02407;-13,04864;-18298,47097
1565,04007;-13,04882;-18301,22173
1565,05607;-13,04900;-18304,00527
1565,06807;-13,04912;-18306,73516
1565,08007;-13,04924;-18309,53062
1565,09407;-13,04936;-18312,20984
1565,11607;-13,04960;-18314,74155
1565,20807;-13,05031;-18312,02060
1565,22407;-13,05043;-18309,32796
1565,24007;-13,05055;-18306,62042
1565,25207;-13,05061;-18303,65658
1565,26207;-13,05067;-18301,10401
1565,27407;-13,05073;-18298,14762
1565,28607;-13,05085;-18295,27915
1565,30007;-13,05097;-18292,49114
1565,32007;-13,05109;-18289,88045
1565,40407;-13,05181;-18292,56117
1565,43407;-13,05205;-18295,17633
1565,47007;-13,05235;-18297,68121
1565,50807;-13,05271;-18300,27550
1565,54207;-13,05300;-18302,86682
1565,58007;-13,05330;-18305,51177
1565,69807;-13,05420;-18302,99646
1565,73007;-13,05444;-18300,40216
1565,83207;-13,05528;-18303,02626
1565,86607;-13,05558;-18305,52667
1565,89407;-13,05582;-18308,22974
1565,91407;-13,05599;-18310,75102
1565,93407;-13,05617;-18313,45707
1565,95207;-13,05635;-18316,06179
1565,97007;-13,05653;-18318,56817
1565,99007;-13,05671;-18321,23250
1566,00807;-13,05683;-18323,87447
1566,20807;-13,05851;-18322,74795
1566,27207;-13,05904;-18325,38247
1566,30807;-13,05940;-18327,98421
1566,32807;-13,05958;-18330,52486
1566,34607;-13,05976;-18333,11319
1566,36207;-13,05988;-18335,87438
1566,38007;-13,06006;-18338,53126
1566,48807;-13,06090;-18335,80732
1566,50407;-13,06102;-18333,26817
1566,52407;-13,06119;-18330,62321
1566,55807;-13,06143;-18328,05723
1566,73807;-13,06287;-18330,63662
1566,77007;-13,06317;-18333,30989
1566,82007;-13,06353;-18335,82819
1566,86407;-13,06389;-18338,33605
1567,06407;-13,06544;-18340,35367
1567,14807;-13,06616;-18342,98968
1567,16607;-13,06634;-18345,60335
1567,18007;-13,06652;-18348,14399
1567,19207;-13,06658;-18350,73233
1567,20607;-13,06676;-18353,57547
1567,22007;-13,06688;-18356,27407
1567,23607;-13,06700;-18359,08890
1567,25807;-13,06723;-18361,71150
1567,37007;-13,06813;-18359,16042
1567,40607;-13,06837;-18356,55272
1567,53607;-13,06951;-18359,17085
1567,57007;-13,06987;-18361,86200
1567,58407;-13,06999;-18364,46077
1567,59807;-13,07016;-18367,23089
1567,61207;-13,07028;-18369,87138
1567,62607;-13,07040;-18372,46418
1567,64407;-13,07058;-18375,04655
1567,75207;-13,07148;-18372,41501
1567,77007;-13,07160;-18369,66723
1567,79207;-13,07178;-18367,03122
1567,82407;-13,07202;-18364,49504
1567,87007;-13,07238;-18361,97227
1568,05807;-13,07387;-18364,47865
1568,10207;-13,07429;-18367,14298
1568,13407;-13,07453;-18369,65084
1568,33407;-13,07608;-18368,00128
1568,37207;-13,07638;-18370,63581
1568,39407;-13,07662;-18373,30759
1568,40807;-13,07674;-18376,07324
1568,42007;-13,07686;-18378,72714
1568,43207;-13,07698;-18381,28865
1568,45007;-13,07716;-18383,94403
1568,46807;-13,07734;-18386,44892
1568,48407;-13,07746;-18389,14305
1568,50407;-13,07764;-18391,73883
1568,66607;-13,07895;-18389,23544
1568,71807;-13,07943;-18391,91467
1568,74807;-13,07973;-18394,57750
1568,77207;-13,07997;-18397,31485
1568,79407;-13,08015;-18399,88530
1568,84207;-13,08057;-18402,39763
1568,98407;-13,08176;-18399,81228
1569,03007;-13,08212;-18397,25226
1569,06207;-13,08236;-18394,63264
1569,10207;-13,08266;-18392,02642
1569,30207;-13,08427;-18393,30792
1569,33807;-13,08451;-18395,82622
1569,44007;-13,08535;-18398,38028
1569,51207;-13,08589;-18400,90007
1569,55207;-13,08625;-18403,48393
1569,58407;-13,08649;-18405,99924
1569,62007;-13,08685;-18408,63675
1569,64007;-13,08703;-18411,47989
1569,65607;-13,08715;-18414,25449
1569,67207;-13,08732;-18416,97097
1569,68807;-13,08744;-18419,53546
1569,70807;-13,08762;-18422,16998
1569,73207;-13,08786;-18424,82984
1569,83807;-13,08864;-18422,28472
1569,87207;-13,08894;-18419,70086
1569,98207;-13,08989;-18422,37562
1570,01207;-13,09013;-18425,06528
1570,02807;-13,09031;-18427,65361
1570,04207;-13,09043;-18430,16446
1570,06007;-13,09061;-18432,83474
1570,08407;-13,09085;-18435,39029
1570,11607;-13,09115;-18438,03227
1570,25407;-13,09229;-18435,47821
1570,27807;-13,09247;-18432,95693
1570,38007;-13,09330;-18430,38350
1570,43407;-13,09366;-18427,84882
1570,48607;-13,09408;-18425,34095
1570,58607;-13,09492;-18427,90842
1570,63407;-13,09528;-18430,46397
1570,70807;-13,09587;-18432,97631
1570,77407;-13,09641;-18435,58252
1570,80207;-13,09671;-18438,15148
1570,82607;-13,09689;-18440,72789
1570,87607;-13,09731;-18443,23128
1570,91007;-13,09761;-18445,77193
1570,94207;-13,09791;-18448,32003
1570,96407;-13,09815;-18450,87111
1570,98207;-13,09827;-18453,63081
1571,00207;-13,09844;-18456,17294
1571,03207;-13,09868;-18458,74190
1571,12007;-13,09940;-18456,09248
1571,14607;-13,09958;-18453,57269
1571,26607;-13,10066;-18456,10738
1571,29207;-13,10090;-18458,77171
1571,31207;-13,10108;-18461,27659
1571,33007;-13,10125;-18463,85449
1571,34607;-13,10137;-18466,52180
1571,36207;-13,10155;-18469,30236
1571,37607;-13,10167;-18471,82512
1571,39007;-13,10185;-18474,47753
1571,49207;-13,10263;-18471,89367
1571,51807;-13,10287;-18469,14440
1571,54007;-13,10305;-18466,48753
1571,56607;-13,10323;-18463,80383
1571,59407;-13,10341;-18461,16185
1571,62007;-13,10365;-18458,50796
1571,76207;-13,10478;-18461,03966
1571,82007;-13,10526;-18463,57286
1571,96007;-13,10640;-18466,10904
1572,03407;-13,10699;-18468,71972
1572,07607;-13,10729;-18471,38703
1572,12607;-13,10777;-18473,94854
1572,15407;-13,10801;-18476,68141
1572,17607;-13,10819;-18479,43962
1572,19607;-13,10837;-18482,17398
1572,21807;-13,10861;-18484,85768
1572,28607;-13,10915;-18487,35958
1572,35007;-13,10962;-18484,82341
1572,47407;-13,11064;-18487,38045
1572,49207;-13,11082;-18489,89129
1572,51407;-13,11106;-18492,67185
1572,53407;-13,11124;-18495,32574
1572,55007;-13,11142;-18497,91557
1572,56807;-13,11154;-18500,68718
1572,58407;-13,11172;-18503,39323
1572,60407;-13,11196;-18506,07097
1572,62407;-13,11214;-18508,60268
1572,71407;-13,11279;-18505,90855
1572,72807;-13,11291;-18503,24869
1572,74007;-13,11297;-18500,53966
1572,75207;-13,11303;-18497,90066
1572,77007;-13,11321;-18495,18418
1572,79607;-13,11339;-18492,56456
1572,82607;-13,11363;-18490,02689
1572,86007;-13,11387;-18487,52350
1572,96007;-13,11465;-18490,14163
1572,98607;-13,11489;-18492,83129
1573,01807;-13,11513;-18495,39727
1573,07407;-13,11560;-18497,94388
1573,11407;-13,11596;-18500,54562
1573,14807;-13,11626;-18503,21591
1573,19207;-13,11662;-18505,75358
1573,22407;-13,11692;-18508,30019
1573,32807;-13,11770;-18505,71483
1573,37407;-13,11812;-18508,38810
1573,40207;-13,11835;-18511,06137
1573,43007;-13,11859;-18513,65864
1573,47007;-13,11895;-18516,20525
1573,53407;-13,11949;-18518,70716
1573,63207;-13,12027;-18516,13373
1573,73807;-13,12122;-18518,86660
1573,76007;-13,12140;-18521,60394
1573,77407;-13,12158;-18524,30105
1573,78607;-13,12170;-18527,25297
1573,79807;-13,12182;-18530,10803
1573,81007;-13,12194;-18532,67252
1573,82207;-13,12206;-18535,57527
1573,83207;-13,12218;-18538,10698
1573,84607;-13,12230;-18540,69382
1573,92807;-13,12296;-18538,10251
1573,95607;-13,12320;-18535,44414
1573,98207;-13,12338;-18532,89157
1574,01207;-13,12356;-18530,26599
1574,03207;-13,12374;-18527,56143
1574,05207;-13,12385;-18524,86283
1574,07807;-13,12409;-18522,24320
1574,20207;-13,12505;-18524,85090
1574,25007;-13,12547;-18527,40645
1574,29207;-13,12583;-18529,92773
1574,33007;-13,12613;-18532,61590
1574,37207;-13,12649;-18535,23403
1574,57207;-13,12810;-18536,72415
1574,60607;-13,12840;-18539,33185
1574,64007;-13,12870;-18541,86505
1574,67007;-13,12900;-18544,41911
