Local Peak Maximum (Comp. extension 1 % Change) : HoraalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;sec
Local Peak Maximum (Comp. extension 1 % Change) : CargaalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;N
Local Peak Maximum (Comp. extension 1 % Change) : Extensión por compresiónalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;mm
Local Peak Maximum (Comp. extension 1 % Change) : Esfuerzo de compresiónalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;MPa

Hora;Extensión;Carga
(sec);(mm);(N)
783,83004;-6,53858;-6852,43011
783,93204;-6,53942;-6854,99012
783,97804;-6,53984;-6857,57846
784,17804;-6,54151;-6858,37641
784,30804;-6,54265;-6860,88875
784,50804;-6,54426;-6859,08422
784,56004;-6,54474;-6861,65914
784,59404;-6,54510;-6864,17669
784,62604;-6,54540;-6866,86337
784,65004;-6,54563;-6869,51429
784,76404;-6,54659;-6866,91329
784,79004;-6,54677;-6864,32421
784,82204;-6,54701;-6861,80666
784,87804;-6,54743;-6859,26080
785,02604;-6,54862;-6861,77686
785,16804;-6,54982;-6864,29143
785,36804;-6,55143;-6864,40319
785,43404;-6,55197;-6866,95054
785,51804;-6,55275;-6869,45543
785,71804;-6,55430;-6867,68964
785,81604;-6,55520;-6870,24295
785,85604;-6,55556;-6872,83576
785,89004;-6,55592;-6875,49561
785,92404;-6,55628;-6878,00571
786,06204;-6,55735;-6875,35405
786,09404;-6,55759;-6872,83501
786,13804;-6,55795;-6870,32416
786,33804;-6,55945;-6870,18037
786,38604;-6,55986;-6872,90728
786,44004;-6,56034;-6875,41366
786,64004;-6,56196;-6876,72496
786,78404;-6,56321;-6879,24847
786,98404;-6,56489;-6879,11659
787,07204;-6,56566;-6881,65128
787,13204;-6,56626;-6884,22248
787,18004;-6,56668;-6886,72364
787,31404;-6,56782;-6884,17852
787,36404;-6,56818;-6881,65277
787,47004;-6,56901;-6879,11883
787,61404;-6,57015;-6881,73026
787,69204;-6,57081;-6884,24259
787,89204;-6,57242;-6884,17777
788,00404;-6,57338;-6886,74450
788,04404;-6,57374;-6889,37679
788,24404;-6,57541;-6889,90504
788,33404;-6,57625;-6892,46133
788,36804;-6,57661;-6895,00719
788,55604;-6,57816;-6892,32796
788,58404;-6,57834;-6889,82308
788,65804;-6,57894;-6887,28467
788,81604;-6,58013;-6889,84096
788,89804;-6,58085;-6892,38235
788,97204;-6,58145;-6894,90736
789,17204;-6,58306;-6895,48105
789,28804;-6,58402;-6897,98519
789,35004;-6,58462;-6900,57576
789,55004;-6,58635;-6902,36315
789,68404;-6,58755;-6904,91796
789,82404;-6,58874;-6902,29684
789,91004;-6,58940;-6899,77109
790,11004;-6,59096;-6898,49257
790,18004;-6,59149;-6901,13679
790,28404;-6,59239;-6903,66700
790,48404;-6,59400;-6905,14669
790,52404;-6,59436;-6907,79686
790,56404;-6,59478;-6910,40978
790,62404;-6,59532;-6912,93702
790,79404;-6,59670;-6910,42244
790,88804;-6,59759;-6913,03089
790,91804;-6,59789;-6915,53727
791,05404;-6,59903;-6912,97650
791,08004;-6,59921;-6910,33974
791,18804;-6,60004;-6907,81400
791,38804;-6,60160;-6908,27668
791,43804;-6,60202;-6910,83670
791,63804;-6,60357;-6912,90274
791,73804;-6,60447;-6915,41135
791,77404;-6,60477;-6918,02725
791,81204;-6,60519;-6920,55672
792,01204;-6,60680;-6919,05990
792,10604;-6,60764;-6921,58788
792,15804;-6,60811;-6924,12406
792,34804;-6,60973;-6921,57447
792,52404;-6,61110;-6919,06586
792,71404;-6,61266;-6921,56628
792,91404;-6,61421;-6921,19822
792,97404;-6,61475;-6923,84690
793,00404;-6,61505;-6926,44268
793,03204;-6,61529;-6929,08317
793,08004;-6,61577;-6931,59327
793,22204;-6,61690;-6929,07572
793,38204;-6,61834;-6931,63872
793,40404;-6,61858;-6934,37532
793,42804;-6,61882;-6936,94949
793,58204;-6,62007;-6934,41853
793,61004;-6,62031;-6931,80785
793,66804;-6,62073;-6929,27390
793,73404;-6,62121;-6926,73922
793,87804;-6,62240;-6929,25081
793,98604;-6,62330;-6931,76463
794,18604;-6,62486;-6931,96729
794,24004;-6,62533;-6934,71804
794,26404;-6,62557;-6937,27657
794,29204;-6,62581;-6939,83436
794,33004;-6,62623;-6942,36979
794,44604;-6,62713;-6939,77773
794,48604;-6,62743;-6937,18195
794,61604;-6,62856;-6939,70397
794,65404;-6,62892;-6942,26846
794,67604;-6,62916;-6944,80166
794,71004;-6,62946;-6947,39148
794,83804;-6,63054;-6944,72417
794,88204;-6,63084;-6942,20439
794,91404;-6,63107;-6939,68609
795,04204;-6,63203;-6937,14917
795,18204;-6,63317;-6939,70546
795,25404;-6,63376;-6942,20662
795,45404;-6,63538;-6943,99625
795,48804;-6,63574;-6946,64493
795,52004;-6,63604;-6949,25115
795,55604;-6,63634;-6951,79254
795,68204;-6,63735;-6949,23103
795,88204;-6,63915;-6951,46844
795,90204;-6,63932;-6954,20429
795,92204;-6,63956;-6956,75835
795,98004;-6,64010;-6959,28633
796,05004;-6,64070;-6956,66522
796,09004;-6,64100;-6954,04336
796,12604;-6,64124;-6951,53475
796,17804;-6,64166;-6949,01943
796,23404;-6,64202;-6946,49518
796,38004;-6,64321;-6949,03433
796,47204;-6,64399;-6951,55635
796,67204;-6,64554;-6951,49973
796,74604;-6,64620;-6954,00909
796,77204;-6,64644;-6956,51323
796,81004;-6,64680;-6959,01513
797,01004;-6,64841;-6958,12628
797,09004;-6,64919;-6960,66320
797,11604;-6,64943;-6963,25079
797,14404;-6,64973;-6965,97695
797,17204;-6,65003;-6968,52207
797,29204;-6,65104;-6965,89723
797,32004;-6,65122;-6963,19789
797,35604;-6,65152;-6960,56858
797,41204;-6,65188;-6958,02420
797,61204;-6,65344;-6957,90276
797,72004;-6,65433;-6960,41882
797,92004;-6,65589;-6962,03187
797,98204;-6,65648;-6964,60754
798,01204;-6,65672;-6967,14744
798,06404;-6,65720;-6969,66797
798,26404;-6,65888;-6970,14034
798,34604;-6,65965;-6972,76145
798,38404;-6,66001;-6975,46601
798,40604;-6,66025;-6978,02529
798,55604;-6,66157;-6975,39076
798,59804;-6,66187;-6972,80392
798,64004;-6,66216;-6970,28562
798,70804;-6,66264;-6967,77329
798,90804;-6,66426;-6969,27980
798,94604;-6,66456;-6971,83013
799,14604;-6,66617;-6973,40891
799,24804;-6,66707;-6975,99128
799,28004;-6,66737;-6978,61612
799,35204;-6,66802;-6981,14783
799,43404;-6,66862;-6978,64518
799,59804;-6,67006;-6981,19476
799,63804;-6,67048;-6983,72498
799,66004;-6,67071;-6986,23359
799,68204;-6,67095;-6988,87929
799,72404;-6,67137;-6991,40057
799,78604;-6,67185;-6988,87929
799,81204;-6,67203;-6986,22465
799,82804;-6,67215;-6983,47017
799,85004;-6,67233;-6980,96305
799,88204;-6,67257;-6978,36429
799,93804;-6,67293;-6975,83035
800,08204;-6,67412;-6978,41942
800,16404;-6,67478;-6980,92729
800,36404;-6,67633;-6980,99136
800,45804;-6,67711;-6983,57001
800,51804;-6,67765;-6986,09874
800,57204;-6,67813;-6988,66248
800,77204;-6,67974;-6988,65652
800,84004;-6,68040;-6991,27465
800,87204;-6,68076;-6993,86969
800,90804;-6,68106;-6996,46696
801,07404;-6,68249;-6993,95090
801,11004;-6,68273;-6991,42739
801,15804;-6,68309;-6988,86439
801,35804;-6,68471;-6990,14068
801,44204;-6,68542;-6992,64631
801,64204;-6,68698;-6991,48774
801,76204;-6,68799;-6994,03808
801,79604;-6,68829;-6996,61672
801,83604;-6,68865;-6999,13874
802,03604;-6,69033;-6998,64849
802,09004;-6,69086;-7001,22565
802,13404;-6,69128;-7003,73575
802,17004;-6,69164;-7006,33004
802,21004;-6,69206;-7008,86697
802,29404;-6,69272;-7006,31589
802,31804;-6,69290;-7003,80802
802,34404;-6,69308;-7001,09899
802,36804;-6,69326;-6998,45403
802,40204;-6,69349;-6995,94021
802,56204;-6,69481;-6998,47341
802,60804;-6,69517;-7001,02150
802,69804;-6,69595;-7003,53831
802,81804;-6,69684;-7000,96712
802,99604;-6,69828;-7003,54576
803,04404;-6,69876;-7006,07821
803,08604;-6,69911;-7008,59353
803,28604;-6,70073;-7007,06914
803,38804;-6,70163;-7009,64853
803,43204;-6,70210;-7012,29274
803,46404;-6,70240;-7014,81178
803,61004;-6,70354;-7012,21079
803,65204;-6,70390;-7009,70590
803,85204;-6,70545;-7010,01510
803,95604;-6,70635;-7012,52818
804,15604;-6,70790;-7013,47217
804,27204;-6,70892;-7016,08136
804,30204;-6,70922;-7018,66969
804,34804;-6,70964;-7021,31614
804,47804;-6,71065;-7018,73973
804,67204;-6,71239;-7021,37426
804,70204;-6,71269;-7024,08925
804,73604;-6,71305;-7026,61201
804,84604;-6,71394;-7023,96184
804,88404;-6,71424;-7021,43982
804,93804;-6,71466;-7018,85894
805,13804;-6,71621;-7020,20526
805,22804;-6,71699;-7022,74963
805,39604;-6,71831;-7020,24177
805,50604;-6,71920;-7022,78689
805,53404;-6,71950;-7025,41694
805,56004;-6,71974;-7027,93300
805,64804;-6,72052;-7030,47216
805,77004;-6,72148;-7027,91810
805,87004;-6,72237;-7030,46024
805,92804;-6,72291;-7033,01951
806,11804;-6,72453;-7030,49079
806,31804;-6,72608;-7029,72636
806,51804;-6,72763;-7031,36250
806,70604;-6,72919;-7033,90017
806,75804;-6,72967;-7036,46019
806,80604;-6,73009;-7039,05821
807,00604;-6,73170;-7037,16725
807,12204;-6,73272;-7039,67959
807,16404;-6,73313;-7042,18447
807,20204;-6,73355;-7044,71692
807,36604;-6,73487;-7042,06377
807,49004;-6,73588;-7039,54175
807,69004;-6,73744;-7039,23926
807,74004;-6,73786;-7041,75532
807,92204;-6,73935;-7044,26318
808,03404;-6,74031;-7046,86642
808,08804;-6,74085;-7049,41228
808,14204;-6,74133;-7051,94995
808,22004;-6,74192;-7049,40930
808,25604;-6,74216;-7046,87908
808,40004;-6,74342;-7049,50169
808,43004;-6,74372;-7052,06618
808,46004;-6,74402;-7054,62173
808,62004;-6,74539;-7052,10641
808,66804;-6,74575;-7049,56651
808,86804;-6,74730;-7048,53684
808,96604;-6,74808;-7051,12293
809,07804;-6,74898;-7053,66582
809,24604;-6,75035;-7056,25787
809,28804;-6,75077;-7058,79927
809,33404;-6,75119;-7061,39505
809,45004;-6,75209;-7058,82981
809,62804;-6,75364;-7061,39579
809,66604;-6,75400;-7063,90813
809,70404;-6,75442;-7066,43239
809,82804;-6,75544;-7063,87684
809,85604;-6,75562;-7061,36301
809,88804;-6,75585;-7058,84248
809,95204;-6,75633;-7056,34058
810,14004;-6,75783;-7058,91028
810,19404;-6,75831;-7061,48446
810,29804;-6,75920;-7064,06906
810,49804;-6,76082;-7066,29530
810,55204;-6,76130;-7068,79869
810,75204;-6,76297;-7067,96646
810,87004;-6,76405;-7070,50040
810,89804;-6,76428;-7073,15505
810,92604;-6,76458;-7075,82906
810,95404;-6,76488;-7078,37045
811,05404;-6,76572;-7075,85812
811,08204;-6,76590;-7073,16101
811,11004;-6,76614;-7070,51456
811,16204;-6,76650;-7067,91729
811,22204;-6,76692;-7065,41240
811,30204;-6,76757;-7067,91282
811,43604;-6,76871;-7070,53319
811,49404;-6,76919;-7073,12822
811,69404;-6,77080;-7073,32268
811,77204;-6,77146;-7075,84918
811,82204;-6,77188;-7078,41143
812,02204;-6,77349;-7077,12919
812,12004;-6,77433;-7079,77712
812,15204;-6,77469;-7082,33938
812,17604;-6,77487;-7084,97316
812,21604;-6,77529;-7087,50263
812,27404;-6,77582;-7090,00677
812,33404;-6,77630;-7087,45196
812,36004;-6,77648;-7084,91802
812,39404;-6,77672;-7082,37365
812,45004;-6,77714;-7079,82481
812,65004;-6,77875;-7080,12134
812,69604;-6,77917;-7082,62995
812,80604;-6,78007;-7085,15048
813,00604;-6,78168;-7084,83458
813,08404;-6,78240;-7087,34617
813,12404;-6,78276;-7089,89650
813,32404;-6,78443;-7089,67522
813,39004;-6,78503;-7092,23077
813,42604;-6,78539;-7094,80122
813,62604;-6,78707;-7092,90728
813,66404;-6,78736;-7090,29660
813,86404;-6,78892;-7089,56942
813,95004;-6,78964;-7092,10113
814,04004;-6,79041;-7094,62985
814,19204;-6,79161;-7092,11901
814,30004;-6,79251;-7094,65668
814,33804;-6,79286;-7097,20850
814,38204;-6,79328;-7099,73127
814,58204;-6,79490;-7099,66123
814,65004;-6,79556;-7102,24509
814,68004;-6,79585;-7104,75445
814,72204;-6,79621;-7107,30180
814,83604;-6,79717;-7104,66057
814,88804;-6,79753;-7102,10502
814,93404;-6,79789;-7099,57480
815,13404;-6,79944;-7100,37872
815,19404;-6,79998;-7102,90521
815,24804;-6,80040;-7105,41680
815,44804;-6,80201;-7105,14635
815,56804;-6,80309;-7107,71158
815,64804;-6,80381;-7110,21200
815,84804;-6,80548;-7111,00921
815,93204;-6,80626;-7113,51335
816,01804;-6,80703;-7116,03537
816,12604;-6,80793;-7113,53123
816,20804;-6,80853;-7111,01219
816,34204;-6,80961;-7108,44100
816,45204;-6,81044;-7110,94216
816,54004;-6,81122;-7113,44853
816,74004;-6,81283;-7115,37525
816,82604;-6,81355;-7117,87567
816,86004;-6,81391;-7120,38800
817,06004;-6,81558;-7120,22185
817,15804;-6,81648;-7122,76697
817,20204;-6,81690;-7125,32178
817,35804;-6,81822;-7122,70439
817,39004;-6,81845;-7120,07955
817,59004;-6,81995;-7118,42105
817,69804;-6,82085;-7120,93785
817,77204;-6,82144;-7123,48372
817,97204;-6,82306;-7125,16084
818,05204;-6,82372;-7127,75588
818,08404;-6,82407;-7130,33974
818,12004;-6,82437;-7132,84388
818,26004;-6,82551;-7130,30174
818,41004;-6,82688;-7132,82079
818,45004;-6,82724;-7135,39571
818,62404;-6,82874;-7132,87517
818,74604;-6,82969;-7130,34049
818,94604;-6,83125;-7130,64149
819,01404;-6,83185;-7133,20225
819,21404;-6,83340;-7133,78116
819,28604;-6,83406;-7136,44624
819,31204;-6,83430;-7139,02041
819,34204;-6,83460;-7141,56032
819,54204;-6,83621;-7139,85860
819,67004;-6,83741;-7142,42086
819,70204;-6,83771;-7145,09636
819,75004;-6,83819;-7147,66607
819,86004;-6,83908;-7145,07699
819,89204;-6,83932;-7142,51697
819,95404;-6,83980;-7140,00836
819,99604;-6,84010;-7137,45430
820,17404;-6,84153;-7140,01730
820,24204;-6,84207;-7142,53336
820,44204;-6,84363;-7142,61606
820,52204;-6,84428;-7145,12467
820,54804;-6,84452;-7147,62732
820,57804;-6,84482;-7150,23279
820,60604;-6,84512;-7152,76003
820,63604;-6,84536;-7155,26417
820,74004;-6,84620;-7152,70340
820,80204;-6,84667;-7150,12103
820,92604;-6,84775;-7152,62741
820,96204;-6,84817;-7155,18147
820,99004;-6,84841;-7157,75862
821,02804;-6,84877;-7160,25904
821,11804;-6,84955;-7157,53585
821,15004;-6,84978;-7155,03246
821,18404;-6,85002;-7152,43444
821,27404;-6,85074;-7149,92583
821,47404;-6,85229;-7149,93328
821,52804;-6,85271;-7152,46499
821,72804;-6,85433;-7154,49005
821,78404;-6,85487;-7157,07168
821,82204;-6,85523;-7159,57284
821,84604;-6,85546;-7162,24089
822,04604;-6,85708;-7160,49969
822,16204;-6,85809;-7163,01873
822,19804;-6,85851;-7165,71659
822,22204;-6,85875;-7168,29747
822,25604;-6,85911;-7170,82769
822,34804;-6,85983;-7168,26171
822,38404;-6,86013;-7165,59365
822,42604;-6,86043;-7163,04332
822,48004;-6,86085;-7160,53322
822,56204;-6,86144;-7158,02163
822,67204;-6,86234;-7160,53769
822,73604;-6,86288;-7163,04556
822,93604;-6,86443;-7162,45547
823,05004;-6,86539;-7165,08999
823,07804;-6,86569;-7167,61723
823,11404;-6,86599;-7170,17576
823,31404;-6,86760;-7170,36948
823,40604;-6,86844;-7172,95036
823,43404;-6,86874;-7175,59084
823,46204;-6,86904;-7178,17023
823,48804;-6,86928;-7180,85542
823,60604;-6,87023;-7178,21270
823,63404;-6,87047;-7175,63480
823,68204;-6,87083;-7173,02337
823,77404;-6,87155;-7170,48720
823,97404;-6,87310;-7172,66053
824,14404;-6,87448;-7175,16914
824,29404;-6,87573;-7177,73661
824,33804;-6,87615;-7180,33612
824,53804;-6,87783;-7180,65202
824,64804;-6,87884;-7183,33572
824,67404;-6,87908;-7185,84359
824,70404;-6,87938;-7188,41404
824,75604;-6,87986;-7190,93680
824,83404;-6,88052;-7188,39765
824,88404;-6,88093;-7185,80931
824,95604;-6,88147;-7183,28729
825,04004;-6,88213;-7180,77421
825,24004;-6,88374;-7182,94159
825,44004;-6,88530;-7185,45318
825,53004;-6,88608;-7187,98265
825,57204;-6,88649;-7190,49722
825,69404;-6,88751;-7193,00658
825,75004;-6,88793;-7190,49722
825,91204;-6,88936;-7193,26809
825,93604;-6,88960;-7195,86238
825,97604;-6,89002;-7198,53193
826,00204;-6,89026;-7201,17688
826,04004;-6,89062;-7203,69816
826,09004;-6,89104;-7201,10014
826,12004;-6,89122;-7198,59824
826,14204;-6,89140;-7195,92571
826,16804;-6,89158;-7193,29119
826,22404;-6,89200;-7190,70584
826,42404;-6,89355;-7191,87185
826,48204;-6,89409;-7194,39611
826,68204;-6,89558;-7195,21567
826,78204;-6,89648;-7197,75409
826,83204;-6,89690;-7200,34614
826,87204;-6,89726;-7202,90989
827,07204;-6,89893;-7201,09791
827,14404;-6,89959;-7203,61546
827,17004;-6,89989;-7206,18665
827,19804;-6,90019;-7208,82714
827,23204;-6,90049;-7211,37822
827,34804;-6,90150;-7208,82416
827,38404;-6,90174;-7206,21720
827,43404;-6,90210;-7203,65196
827,47404;-6,90240;-7201,11057
827,67404;-6,90407;-7203,44260
827,74404;-6,90461;-7206,07042
827,94404;-6,90617;-7204,90515
828,06804;-6,90724;-7207,48082
828,10004;-6,90754;-7210,04829
828,13404;-6,90784;-7212,60160
828,33404;-6,90945;-7210,86487
828,38204;-6,90993;-7213,41819
828,42804;-6,91041;-7215,92978
828,45804;-6,91071;-7218,58516
828,48004;-6,91095;-7221,09750
828,61204;-6,91203;-7218,48458
828,64204;-6,91226;-7215,85006
828,66404;-6,91238;-7213,23639
828,68604;-6,91256;-7210,73523
828,74404;-6,91298;-7208,19309
828,85804;-6,91388;-7210,70394
828,91804;-6,91442;-7213,31388
828,99004;-6,91501;-7215,81504
829,19004;-6,91657;-7215,30765
829,29004;-6,91741;-7217,80881
829,33204;-6,91776;-7220,43365
829,36804;-6,91812;-7222,98473
829,42404;-6,91860;-7225,51942
829,51204;-6,91926;-7222,99814
829,70204;-6,92093;-7225,54848
829,73204;-6,92123;-7228,09508
829,76204;-6,92153;-7230,65585
829,78404;-6,92177;-7233,24716
829,85204;-6,92231;-7230,65957
829,89204;-6,92261;-7228,04219
829,91604;-6,92279;-7225,37786
829,97204;-6,92321;-7222,87744
830,17204;-6,92482;-7224,13659
830,37204;-6,92643;-7224,75126
830,51404;-6,92757;-7227,29340
830,58204;-6,92817;-7229,84970
830,61404;-6,92853;-7232,43207
830,64204;-6,92877;-7234,97048
830,77004;-6,92978;-7232,46038
830,94804;-6,93134;-7235,08894
830,97404;-6,93164;-7237,73614
831,00604;-6,93193;-7240,31180
831,04804;-6,93235;-7242,81743
831,12804;-6,93295;-7240,19930
831,15804;-6,93319;-7237,57371
831,19404;-6,93349;-7235,04052
831,25004;-6,93391;-7232,47677
831,45004;-6,93552;-7233,43268
831,51404;-6,93606;-7236,05454
831,71404;-6,93762;-7234,72759
831,80604;-6,93839;-7237,25334
831,84404;-6,93869;-7239,79250
831,86804;-6,93893;-7242,39126
832,06804;-6,94054;-7242,09398
832,13804;-6,94120;-7244,61973
832,19004;-6,94168;-7247,26841
832,22404;-6,94204;-7249,86941
832,30004;-6,94270;-7252,46668
832,35804;-6,94318;-7249,93721
832,40204;-6,94353;-7247,40550
832,44404;-6,94383;-7244,88497
832,64404;-6,94545;-7244,25837
832,84404;-6,94700;-7245,29773
832,98004;-6,94814;-7247,94641
833,05404;-6,94880;-7250,47216
833,09204;-6,94915;-7252,99791
833,29204;-6,95077;-7251,73429
833,41404;-6,95184;-7254,34199
833,43604;-6,95208;-7256,84911
833,46804;-6,95238;-7259,46575
833,51604;-6,95286;-7262,01385
833,63204;-6,95382;-7259,40540
833,66004;-6,95406;-7256,84166
833,72404;-6,95454;-7254,31517
833,92404;-6,95609;-7252,82803
833,99204;-6,95669;-7255,40817
834,19204;-6,95830;-7257,04804
834,33204;-6,95944;-7259,55293
834,36604;-6,95980;-7262,17628
834,39604;-6,96004;-7264,68414
834,55604;-6,96135;-7262,12412
834,67604;-6,96237;-7264,66477
834,71804;-6,96279;-7267,17487
834,75604;-6,96314;-7269,71924
834,79804;-6,96356;-7272,22711
834,88604;-6,96422;-7269,71775
834,92604;-6,96452;-7267,15252
835,04404;-6,96548;-7264,64167
835,24404;-6,96703;-7266,74646
835,44404;-6,96865;-7268,52939
835,54004;-6,96948;-7271,09239
835,57204;-6,96978;-7273,60621
835,66804;-6,97062;-7276,12749
835,77604;-6,97152;-7273,62037
835,92204;-6,97277;-7276,13494
835,96004;-6,97319;-7278,68527
835,99404;-6,97349;-7281,25945
836,12204;-6,97456;-7278,72774
836,15804;-6,97480;-7276,19752
836,20204;-6,97516;-7273,69040
836,40204;-6,97672;-7275,24608
836,51804;-6,97767;-7277,77779
836,60604;-6,97839;-7280,38773
836,80604;-6,98007;-7281,99109
836,87404;-6,98066;-7284,51759
837,07404;-6,98234;-7282,67804
837,14404;-6,98299;-7285,24476
837,17204;-6,98323;-7287,75859
837,21604;-6,98371;-7290,28955
837,37604;-6,98497;-7287,66471
837,40204;-6,98521;-7285,05924
837,47404;-6,98569;-7282,55808
837,59804;-6,98670;-7285,12630
837,72804;-6,98778;-7287,64609
837,78604;-6,98826;-7290,16587
837,98604;-6,98981;-7289,76876
838,05604;-6,99041;-7292,30493
838,11204;-6,99095;-7294,80907
838,31204;-6,99256;-7294,43356
838,43404;-6,99370;-7297,06660
838,45604;-6,99388;-7299,59905
838,50604;-6,99436;-7302,22762
838,55204;-6,99483;-7304,75113
838,63004;-6,99543;-7302,03465
838,65204;-6,99561;-7299,43812
838,68004;-6,99579;-7296,87363
838,74404;-6,99633;-7294,35980
838,94404;-6,99788;-7295,07431
839,00804;-6,99842;-7297,64402
839,04204;-6,99872;-7300,22341
839,24204;-7,00033;-7301,17038
839,37204;-7,00147;-7303,73710
839,41404;-7,00183;-7306,38951
839,61404;-7,00350;-7305,97824
839,69204;-7,00422;-7308,50920
839,74204;-7,00470;-7311,11839
839,78804;-7,00518;-7313,62328
839,86404;-7,00577;-7311,01260
839,91004;-7,00613;-7308,48387
839,96004;-7,00649;-7305,98196
840,03404;-7,00703;-7303,43163
840,22204;-7,00858;-7306,05498
840,29404;-7,00918;-7308,58520
840,49404;-7,01074;-7308,75954
840,56404;-7,01134;-7311,32030
840,60804;-7,01175;-7313,86319
840,64204;-7,01205;-7316,38595
840,69604;-7,01253;-7318,94970
840,82804;-7,01355;-7316,40533
840,92204;-7,01444;-7318,95044
840,96604;-7,01486;-7321,51493
841,01204;-7,01528;-7324,10699
841,12604;-7,01624;-7321,59168
841,15404;-7,01642;-7318,89531
841,21404;-7,01690;-7316,39192
841,41404;-7,01845;-7314,93980
841,46604;-7,01887;-7317,50280
841,51804;-7,01935;-7320,03897
841,71804;-7,02096;-7320,62981
841,85204;-7,02210;-7323,17343
841,89804;-7,02252;-7325,75506
842,09804;-7,02419;-7326,41146
842,17204;-7,02491;-7328,94987
842,22604;-7,02539;-7331,58141
842,29404;-7,02604;-7334,14963
842,38404;-7,02676;-7331,51957
842,42604;-7,02712;-7328,90442
842,51204;-7,02778;-7326,39581
842,63604;-7,02867;-7323,87379
842,74804;-7,02957;-7326,41593
842,86804;-7,03059;-7328,92305
843,06004;-7,03214;-7331,46518
843,12204;-7,03268;-7334,03191
843,16204;-7,03310;-7336,57926
843,22204;-7,03364;-7339,11544
843,42204;-7,03525;-7337,63799
843,47004;-7,03573;-7340,19727
843,51004;-7,03615;-7342,82583
843,54404;-7,03645;-7345,38436
843,65204;-7,03728;-7342,67831
843,67404;-7,03746;-7340,11307
843,70604;-7,03770;-7337,61042
843,90604;-7,03926;-7335,47211
844,00204;-7,04003;-7338,00456
844,05004;-7,04045;-7340,53478
844,25004;-7,04207;-7342,65521
844,37404;-7,04314;-7345,30911
844,40204;-7,04344;-7347,91905
844,60204;-7,04506;-7346,43638
844,68004;-7,04577;-7348,95840
844,71604;-7,04613;-7351,46850
844,75804;-7,04649;-7353,98829
844,91404;-7,04781;-7351,40070
845,04004;-7,04882;-7348,89954
845,10604;-7,04930;-7346,38274
845,26004;-7,05056;-7348,90997
845,30804;-7,05098;-7351,41784
845,50804;-7,05253;-7350,88512
845,57404;-7,05313;-7353,51890
845,60404;-7,05343;-7356,17504
845,64004;-7,05373;-7358,78497
845,84004;-7,05540;-7356,75320
845,95604;-7,05642;-7359,31098
845,99404;-7,05678;-7361,93135
846,03804;-7,05725;-7364,52639
846,17604;-7,05833;-7361,95594
846,21004;-7,05863;-7359,44435
846,29004;-7,05917;-7356,89923
846,48204;-7,06072;-7359,41604
846,53804;-7,06120;-7361,95967
846,73804;-7,06269;-7361,35244
846,81404;-7,06335;-7363,90427
846,85804;-7,06377;-7366,60436
846,88404;-7,06407;-7369,25378
846,90604;-7,06425;-7371,75867
846,94404;-7,06461;-7374,31943
847,03204;-7,06533;-7371,71471
847,07404;-7,06562;-7369,13756
847,25004;-7,06724;-7371,63797
847,27604;-7,06748;-7374,23599
847,31804;-7,06790;-7376,85487
847,44404;-7,06891;-7374,23301
847,47004;-7,06909;-7371,72142
847,52604;-7,06951;-7369,18077
847,72604;-7,07106;-7367,72493
847,81004;-7,07178;-7370,23056
847,86804;-7,07226;-7372,77940
848,04804;-7,07370;-7375,28726
848,10204;-7,07417;-7377,88528
848,13604;-7,07453;-7380,55557
848,19404;-7,07507;-7383,14167
848,30404;-7,07591;-7380,60325
848,34404;-7,07621;-7378,06633
848,46604;-7,07734;-7380,71054
848,48804;-7,07758;-7383,22064
848,51204;-7,07782;-7385,77619
848,53804;-7,07806;-7388,28480
848,66604;-7,07914;-7385,73149
848,70404;-7,07944;-7383,18264
848,75004;-7,07979;-7380,59208
848,79004;-7,08009;-7377,96202
848,84004;-7,08045;-7375,45490
848,94804;-7,08129;-7377,95755
849,02004;-7,08189;-7380,49597
849,09604;-7,08249;-7383,02022
849,29604;-7,08404;-7383,74069
849,34604;-7,08452;-7386,31189
849,37404;-7,08476;-7388,90320
849,39804;-7,08500;-7391,42373
849,59804;-7,08661;-7391,44161
849,70804;-7,08763;-7393,97481
849,74604;-7,08805;-7396,51620
849,77404;-7,08834;-7399,29453
849,79604;-7,08852;-7401,81580
849,87004;-7,08918;-7399,24163
849,90204;-7,08942;-7396,71364
849,95004;-7,08978;-7394,09104
849,99804;-7,09014;-7391,47291
850,04804;-7,09050;-7388,96057
850,24804;-7,09211;-7389,72425
850,31404;-7,09265;-7392,24479
850,39604;-7,09331;-7394,83833
850,59604;-7,09492;-7397,20240
850,63604;-7,09528;-7399,76689
850,73604;-7,09618;-7402,32691
850,93604;-7,09791;-7403,60767
850,97204;-7,09827;-7406,24592
850,99604;-7,09851;-7408,79551
851,17404;-7,10000;-7406,14980
851,20604;-7,10024;-7403,52347
851,25804;-7,10066;-7401,01114
851,34204;-7,10126;-7398,37512
851,51404;-7,10263;-7400,89491
851,57404;-7,10317;-7403,39905
851,77404;-7,10473;-7405,21848
851,84804;-7,10538;-7407,82395
851,89604;-7,10580;-7410,34672
852,09604;-7,10742;-7410,22974
852,18604;-7,10825;-7412,86576
852,22404;-7,10861;-7415,38033
852,26004;-7,10897;-7418,00293
852,28004;-7,10921;-7420,68961
